,business_id,stars_of_business,AVG_stars_category,                                    AVG_stars_category_round,categories,latitude,longitude,PriceRange
833,cHbvVcwhv62QYJTlz0t-Zg,3.5,3.71693633128,3.5,American,33.4514849,-111.8290696,1.0
834,kBxBEAu8lVI9ikESDJk9Kw,3.5,3.67025617774,3.5,Pizza,33.6555665,-112.011998892,2.0
835,gq_lS6RXen3z_SesgIrgXA,3.0,3.61826552747,3.5,Chinese,33.5027018,-112.082414,2.0
836,SM3EGMqG1MN1kYVGIXLx4Q,4.0,3.2826009922,3.5,Fast Food,33.4214242,-111.924865,1.0
837,rr44srj5pxejML-W1Wx0IA,2.5,3.2826009922,3.5,Fast Food,33.63994,-112.08032,1.0
838,jsjip-f_chgWf9ZnbowKtg,3.0,3.61342062193,3.5,Steakhouses,33.731616,-111.846116,2.0
839,eeFOXbXG7hSQi1ETNeJ1ZQ,2.0,3.71693633128,3.5,American,33.4352890442,-111.865678281,2.0
840,xkiVHfXb0QsuXp8HRzWWGw,2.5,3.71693633128,3.5,American,33.3364486,-111.8236542,1.0
841,UX525CxMXsdfKepkrfy9ZA,2.5,3.6339869281,3.5,Mexican,33.4144391213,-111.55151236,1.0
842,QQ0VZ1ggQO1aVf_GK6kn5g,4.5,3.66933932008,3.5,Diners,33.4572256,-112.0898341,1.0
843,nI1reikhvzQKyXojeUCPqg,3.5,3.92929464199,4.0,Breakfast & Brunch,33.9700047,-112.7292748,2.0
844,guLkdetJ603Bw_A6tuecIg,4.0,3.71693633128,3.5,American,33.5091049,-111.9845139,2.0
845,ugunBCxJthnro0yof1rY3A,3.0,3.57892219388,3.5,Sandwiches,33.544244,-111.9053007,1.0
846,vQfgH_XCXB_pP0gj25LPcQ,3.0,3.6339869281,3.5,Mexican,33.7422047766,-111.979564061,2.0
847,SI1gLqInKEGtqb9sBRQYhQ,4.5,3.85423556347,4.0,Delis,33.3937703,-111.7352519,1.0
848,HzQ2B6p8OuHOtYnXPqvd8w,4.0,3.71693633128,3.5,American,33.5427839137,-111.90600171,2.0
849,kUGgkYxXxHDhD6mtpQdUNQ,2.5,3.1048459737,3.0,Chicken Wings,33.5095292,-112.0609579,2.0
850,UxiSHVZxMdey7vRwm1fQyA,4.0,3.90542280151,4.0,Thai,33.5797868,-111.9240649,2.0
851,1OQHQz0ErI15EZ6qtp1-Pw,4.0,3.2826009922,3.5,Fast Food,33.639068,-112.148584,1.0
852,zCgYJGjFzDZbhhlGjpgB9Q,4.0,3.92929464199,4.0,Breakfast & Brunch,33.8640502059,-112.139077286,2.0
853,CVos739DJ06t8-dNiRMyeQ,4.0,3.90542280151,4.0,Thai,33.3776857,-111.7528824,2.0
854,NFICjOJG4AP1NQZHkW4AxQ,3.0,3.67025617774,3.5,Pizza,33.3615185,-111.4716471,2.0
855,GHY7UYRnMhZnQ1FSIH20wg,3.0,3.4389031266,3.5,Buffets,33.480827,-112.007051,2.0
856,TisnIBR2lMvT1DMC95_eHg,3.5,3.92929464199,4.0,Breakfast & Brunch,33.49473486,-111.927036713,1.0
857,8T5svijmw6DwDy8-1ZRFSg,3.5,3.67025617774,3.5,Pizza,33.6112827,-112.3592286,1.0
858,6mAwrhtRksb5jxsJURtmxA,3.5,3.71693633128,3.5,American,33.424159,-111.938545,2.0
859,S8duZhuPOTFc2RbADd9xzg,4.5,3.92929464199,4.0,Breakfast & Brunch,33.8320999,-111.940942,1.0
860,5DSeD9XWnFEIf62NCH1aUw,3.0,3.67025617774,3.5,Pizza,33.382702,-111.805625,2.0
861,VpSiOW1PapVmZyyRBK_GBQ,4.0,3.8485013624,4.0,French,33.5102548,-111.9962632,3.0
862,f5yLhpfriofM681OzkbSzA,2.5,3.57892219388,3.5,Sandwiches,33.1781861818,-111.581842897,1.0
863,jDyn5GnMiWllhB7qDpzltw,4.5,3.6339869281,3.5,Mexican,33.3120564,-111.8419116,1.0
864,446KvdN175pZ8nc64QB51w,3.0,3.53658536585,3.5,Southern,33.3779711,-111.9057836,1.0
865,Nu0_tUBN6R9Oc-YsLVFNJg,3.5,3.71693633128,3.5,American,33.3056618,-111.8975543,2.0
866,Vf3t0f0XD16ezt1y17o4NA,4.0,3.2826009922,3.5,Fast Food,32.87985,-111.7361069,
867,wQxIw6IoFCV6wg3l3dJugQ,4.0,3.71693633128,3.5,American,33.4176828798,-111.649857759,2.0
868,ZdQbDVZWDsO-d7q2qW8E3A,4.0,3.68550936056,3.5,Asian Fusion,33.5876082,-111.8367532,2.0
869,13ApBJpR1W7cke__9j74Bw,2.0,3.2826009922,3.5,Fast Food,33.6094038,-112.391812,1.0
870,PEh1J_B0UBi6HzonIpgfjw,4.5,3.67025617774,3.5,Pizza,33.4513745605,-112.096707739,1.0
871,v1q4xbiKgv52HY9HsLU1fA,4.0,3.96373260145,4.0,Greek,33.5169644,-112.1686932,1.0
872,5hFnyiEboorArk7cbCYeXQ,4.0,3.96373260145,4.0,Greek,33.6264315,-112.1324671,1.0
873,BblCFCBYOJxU-tbvMDXuTQ,3.0,3.71693633128,3.5,American,33.3935677,-111.6957392,2.0
874,Au2PcSBz3N212S7D10EbDQ,4.0,3.68550936056,3.5,Asian Fusion,33.385161,-111.6872749,1.0
875,cF4EVNJnriZA2fLf11iUAw,4.0,3.2826009922,3.5,Fast Food,33.43719,-112.134962,
876,YxIBMBPPvlhfNNIp7l4K5w,3.0,3.71693633128,3.5,American,33.503686,-111.929337,1.0
877,KmPK8ZFdEXakEetvgKsdSQ,3.5,3.71693633128,3.5,American,33.4664613,-112.3588235,2.0
878,rbohsRwBsnHdtdJvJx1SMg,3.0,3.92929464199,4.0,Breakfast & Brunch,33.4160455,-111.6863577,1.0
879,fm4X0SV2Kofj-57ZfHiZ_A,4.5,4.00554323725,4.0,Modern European,33.5527212,-112.1325882,1.0
880,IpP2njkj92uTWAKToRmg1g,3.0,3.6339869281,3.5,Mexican,33.5103212,-112.263862,2.0
881,jz4IgrlqlbKv2ttcVwHZ2A,4.5,3.71009169789,3.5,Japanese,33.3051079,-111.9994,2.0
882,HzlhwURcVWebyrIIX-bLxw,4.0,3.71693633128,3.5,American,33.6362398,-112.3304254,1.0
883,s46zVQsN1ZU95vVWKvpdZg,4.0,3.76805465192,4.0,Salad,33.617584,-111.9262452,2.0
884,bkF_a54ODbT3vTZdtI4tiw,4.0,3.96373260145,4.0,Greek,33.4492149,-111.6827154,1.0
885,j3C3Q_LbK58xuwO9SRz1gQ,3.0,3.62743413517,3.5,Cheesesteaks,33.4462721,-112.0893682,1.0
886,-WXH-j7_Ugm6phJDdY5bzw,3.0,3.71693633128,3.5,American,33.3772725,-111.859089,2.0
887,vEfbqrqGZdiZJkZ_F-FUIg,3.5,2.94617563739,3.0,['Restaurants'],33.299873,-111.842586,1.0
888,q9_N4b26UhGAYicjueUinQ,4.0,3.71693633128,3.5,American,33.3926278,-111.9404784,1.0
889,rbiRLiFTG098z9JaK3Nshw,4.0,3.71693633128,3.5,American,33.4659637,-112.0506694,1.0
890,3PtV3ZbySJ6AcMKZJ4yX3Q,2.0,3.2826009922,3.5,Fast Food,33.3761323,-112.1678303,1.0
891,e8bElXSntEcwQdq9ZG-rQQ,2.5,3.71693633128,3.5,American,33.434514603,-111.865789077,2.0
892,UwV_KG9A0ynNaJD2qlsuug,2.5,3.71693633128,3.5,American,33.4221531,-111.9444913,2.0
893,ERtc-EXdP9erEBoh7droww,4.0,3.71693633128,3.5,American,33.4461306,-111.9638244,1.0
894,OB_7Q8mHp31nz5ErAJ4cDA,3.5,3.71693633128,3.5,American,33.6963062,-112.25507,2.0
895,jSt-jWup6iyCnQK0fOw1kQ,3.0,3.71693633128,3.5,American,33.4661275,-111.9065863,1.0
896,FeI75xIG8PF_XZ6P80gLBQ,3.5,3.58042446244,3.5,Irish,33.4558709,-112.0722832,2.0
897,_qTzOkbin2giDOrFsaxm8A,4.0,3.9074243813,4.0,Halal,33.4547925,-112.0386623,1.0
898,WBfPco3j27X_IBpZ_PDcUA,4.5,3.92929464199,4.0,Breakfast & Brunch,33.699034,-112.1068993,1.0
899,7CTf4W-KT4h6uA_zpGZp2Q,3.5,3.71693633128,3.5,American,33.5113448141,-112.013499911,2.0
900,_tULIKll0EQsIAnPnxaoLg,2.5,3.67025617774,3.5,Pizza,33.2937917,-111.7218954,1.0
901,l97xAKZgoYTJedir5j4UaA,3.5,3.67025617774,3.5,Pizza,33.335195,-111.8440344,1.0
902,qENpyFhiBVWNz86SHRC-tQ,4.5,3.9655426491,4.0,Cafes,33.37831,-111.861418,1.0
903,duHUQFn7K-Ybs1rPI4AOEQ,3.5,3.6339869281,3.5,Mexican,33.5023225,-111.9287986,2.0
904,oXQmAzFj_qKNhUGYGNWLSA,4.0,3.9655426491,4.0,Cafes,33.4521659,-111.7008727,2.0
905,pLCRUdm0YGfRL3lR9PSkcA,4.0,3.57690228931,3.5,Burgers,33.450123,-111.719349,2.0
906,eg57kF41MBs5RC1vDDRk9Q,3.0,3.2826009922,3.5,Fast Food,33.3211757,-111.8470985,1.0
907,ssmiBFaHbH_k97GsuQCOIw,4.0,3.71693633128,3.5,American,33.4915342,-111.9256216,2.0
908,4_czyqhmKzymIHlKxcFJ3g,3.0,3.57892219388,3.5,Sandwiches,33.7981038,-111.9269771,1.0
909,nF6BEm0IBxvl3XumZ91dbw,3.0,3.71693633128,3.5,American,33.638487,-112.3558643,2.0
910,0CG3ns3gwWV5nOnfzSfUIQ,4.0,3.71693633128,3.5,American,33.4565552136,-112.341608594,2.0
911,qyIcDmXSiuqWZUEG-mP6_w,2.0,3.75842852198,4.0,Barbeque,33.4353394,-112.3576567,4.0
912,YsR8Ki9EAtHRum6q0hXCfg,4.0,3.71693633128,3.5,American,33.5388426,-112.1326376,2.0
913,kaIue7GRCmkPzDeHDBTttQ,4.0,3.71009169789,3.5,Japanese,33.4640982988,-112.073569,1.0
914,t80qleqEIqIyekB95IrAOA,4.5,3.92929464199,4.0,Breakfast & Brunch,33.610554,-112.013072,1.0
915,Vzq74f0YrT0IbWBPkbUp_g,3.5,3.2826009922,3.5,Fast Food,33.61411,-111.927146,1.0
916,E_TSzYjABEzD6DXsvjZnsg,3.0,3.71693633128,3.5,American,33.625331,-111.940343,2.0
917,VXLTu4PnNrKYsma_UiB5WQ,4.0,4.05773905997,4.0,Mediterranean,33.5083544412,-112.043734214,1.0
918,D0tHnskAgaRjCBdoXVev_g,3.5,3.2826009922,3.5,Fast Food,33.4068285,-111.9456349,1.0
919,taMVl2KSfMqbInCrBUvJsg,3.5,3.61826552747,3.5,Chinese,33.6727473,-112.2379071,1.0
920,v8_KGE6MNZkkfOPXd6ADrw,3.5,3.76805465192,4.0,Salad,33.383123,-111.964485,1.0
921,E5L2OBLUa_ZPxeqpReooQg,3.0,3.57690228931,3.5,Burgers,33.3343318,-111.7550975,1.0
922,8qrICL2tS2Rq7b5gxUdQwQ,4.0,3.90542280151,4.0,Thai,33.6377409909,-112.271223145,2.0
923,78LfhCbXfTHEHQ5Drb4dBQ,2.5,3.71693633128,3.5,American,33.6771623332,-111.975489178,2.0
924,zPHXmaVhEr4FzfB8r-EcjQ,3.5,3.71693633128,3.5,American,33.4808382799,-111.909828186,2.0
925,H8QFth3DVsYbkJ2M7bTvmg,3.0,3.71009169789,3.5,Japanese,33.4800519,-111.9618902,
926,GVaaRfCXGBZeypTL8GNJlw,2.0,3.61826552747,3.5,Chinese,33.3831468,-111.9647254,1.0
927,gx2F0-cj5AURNXS6fN8QLQ,4.0,3.67025617774,3.5,Pizza,33.3779787,-111.8723342,1.0
928,3ue6ZqXYoJKi7Utt_aYj7g,5.0,3.71693633128,3.5,American,33.4259647,-111.9402513,1.0
929,lAGDe38li38fyf971CslFg,4.0,3.61826552747,3.5,Chinese,33.6122924,-112.0123285,2.0
930,Xn_vBRM_vpy6uhnEBIpt-g,4.0,3.71693633128,3.5,American,33.6780517,-111.89714,2.0
931,zExiRMvz7VzSFstzov-2wQ,4.5,3.67025617774,3.5,Pizza,33.4932974762,-111.931522228,2.0
932,-yzl8Zm-MmSqx31VN7vB0Q,3.5,3.62743413517,3.5,Cheesesteaks,33.5101533805,-112.046573623,1.0
933,AWLrBBkovnoJxhOglCygXw,3.0,3.61826552747,3.5,Chinese,33.639662738,-112.357941413,1.0
934,AIN4FSq5ZM4Il5BzXzMNXg,3.5,3.71693633128,3.5,American,33.4347316964,-111.867731837,2.0
935,p5YO2FZzwktYgtKOUynM-w,4.0,4.05773905997,4.0,Mediterranean,33.38323,-111.8026941,2.0
936,zfYd79ctfuSB2laiy9RQTw,4.5,3.71693633128,3.5,American,33.394484,-111.861487,1.0
937,JVi1C97L1wro5-7UrZApSQ,4.0,3.71693633128,3.5,American,33.4970886,-111.927495,2.0
938,GXaNshYhaCehi-y1brddMA,3.5,3.67025617774,3.5,Pizza,33.570699,-112.0656091,1.0
939,qixbpFjrfUf6yBtr8ocwag,4.0,3.82181004157,4.0,Italian,33.4625959,-112.3919462,2.0
940,LlPWh9bih7PWBYsgGj2mPw,2.0,3.6339869281,3.5,Mexican,33.6534885838,-112.233707732,2.0
941,DTRqKD7StoGVfRGKsow9Jw,4.0,3.2826009922,3.5,Fast Food,33.7106655,-112.2022984,1.0
942,4NpEP2sTOxm4Cw1SuXuGRQ,4.5,3.71693633128,3.5,American,33.375057,-111.687177,
943,Fs9fs_vX4PppqJvEkfr0BQ,3.5,3.68550936056,3.5,Asian Fusion,33.5787951,-111.761258,1.0
944,xshv3T8LCYotLFb2uuxIUA,4.5,3.96311010216,4.0,Hot Dogs,33.572647,-112.100098,1.0
945,Wg_mT_9_tLbsLfzTtnOBqA,3.0,3.61826552747,3.5,Chinese,33.6549791,-112.355294,1.0
946,Zw9Cm8kH3fdIbZ10j0PDQg,3.0,3.67025617774,3.5,Pizza,33.609811,-112.119194,2.0
947,ZI38b-iM_kHrOyjI5Pgrzw,3.5,3.2826009922,3.5,Fast Food,33.4950313,-112.1077283,1.0
948,oTbX18g48jcf9h-max38oQ,3.5,3.61826552747,3.5,Chinese,33.5963809,-112.2198254,1.0
949,j29W6msI6eaIkEKKWk6Myw,4.5,3.9655426491,4.0,Cafes,33.4500119,-112.0756189,1.0
950,vOcy8W7UX0KGgQmt9j8kmQ,3.0,3.75842852198,4.0,Barbeque,33.601491,-111.7153845,2.0
951,FbXMKGfGbcQBEMISbVBmWA,3.0,3.67025617774,3.5,Pizza,33.4377763,-112.4101174,1.0
952,-tNKk-eCLk_acdp4vEYcpw,3.0,3.4389031266,3.5,Buffets,33.5526513,-112.1815558,2.0
953,YBFK526tkKzd7AandD4-2g,2.5,3.57690228931,3.5,Burgers,33.4145968,-111.6332266,1.0
954,WolVXja1uY5gqYAKjf8v6g,4.0,4.05773905997,4.0,Mediterranean,33.4800981,-112.3389945,2.0
955,YYm1mnmE36Ne7d5sT9huZQ,4.0,3.71693633128,3.5,American,33.4587824485,-112.072266116,1.0
956,k2PZF9fFbHB7zYGiipgM3A,3.0,3.96311010216,4.0,Hot Dogs,33.494573,-112.158665,1.0
957,eWbC_7Rn5HDjEx-Y8CJXuw,3.0,3.6339869281,3.5,Mexican,33.4798105,-112.1188542,1.0
958,JRa9McAeE1W7XyoLNaGI3g,1.5,3.57690228931,3.5,Burgers,33.4802112,-112.11092,1.0
959,YWDfUAPwScdW_9GmGskkZg,3.5,3.71693633128,3.5,American,33.640048,-111.982245,2.0
960,Js7xxK2D4Dc0W8XkAzc4cg,4.5,3.68550936056,3.5,Asian Fusion,33.3925087,-111.7868783,1.0
961,Er20nsiOS6TFHmAE717iTA,4.5,3.71009169789,3.5,Japanese,33.366967,-111.7557424,2.0
962,8Q5EMFF0A_oY85ttn9tn-A,3.5,3.82181004157,4.0,Italian,33.317422,-111.968815,1.0
963,Enx-h0TYMkX7qA3enTAjyg,2.0,3.57690228931,3.5,Burgers,33.406625,-111.9085901,1.0
964,kog6g98NVvAhpKUaW9LtoA,4.0,3.90542280151,4.0,Thai,33.421053,-111.915305,2.0
965,iZR96moKSAWYROyL5-qeuQ,3.5,3.61826552747,3.5,Chinese,33.5824808,-111.9267579,1.0
966,bL_zVv5o7IbYhYjwaEBA3Q,3.5,3.92929464199,4.0,Breakfast & Brunch,33.5012809,-111.9232955,2.0
967,v_QJZo85rZ6tQXHok1RvUw,2.5,2.90573152338,3.0,Tex-Mex,33.3797626,-111.6011601,2.0
968,fwYujhi514Ie5GsdIZsa2g,4.0,3.71693633128,3.5,American,33.510484,-111.986166,2.0
969,0_vMnSRqc5aZUg1eBk3l2g,2.5,3.9655426491,4.0,Cafes,33.4339009093,-111.90209211,2.0
970,E_wJCQ9L_0w5tJyrvr0lJQ,4.0,3.71693633128,3.5,American,33.574046,-112.116641,1.0
971,DvramQmJGDa9M1NgYrQiLg,4.5,3.71693633128,3.5,American,33.351358,-111.965949,1.0
972,5wwlDMFu3johpzMPR1TWig,3.0,3.57892219388,3.5,Sandwiches,33.538927,-112.048079,1.0
973,Cp5_NSJFNgylD5SUdmT8nQ,4.0,3.67025617774,3.5,Pizza,33.379043,-111.8910088,1.0
974,48Z_BePByeK6fQ0No4osZg,3.5,3.67025617774,3.5,Pizza,33.4351234436,-112.298149109,2.0
975,W010P4plDADjo2SFq3OvXA,3.5,3.6339869281,3.5,Mexican,33.6759107,-111.9644412,2.0
976,9PSimcw0YDdQP_Hr_CpDeg,3.5,3.57690228931,3.5,Burgers,33.4783391,-112.0909175,1.0
977,-4BtfPW3_v092G8pqHrv4w,3.0,3.57690228931,3.5,Burgers,33.3055812,-111.8620172,1.0
978,qbEJeRvytnBo5BGG1R5kGg,3.5,3.71693633128,3.5,American,33.5057744493,-112.040011883,2.0
979,eressGqUoS0tapol9bv-CA,2.5,3.1048459737,3.0,Chicken Wings,33.5232172,-112.1339665,1.0
980,KHVjjav0MJ7qxK9J4FOZPg,4.0,3.71009169789,3.5,Japanese,33.6527080397,-112.185301601,2.0
981,JMjjXpNR4EAooX6jtwNEaw,3.0,3.57690228931,3.5,Burgers,33.445956,-112.06625,1.0
982,9Oom0U_1omIwuQFEeMl6Gg,3.0,3.2826009922,3.5,Fast Food,33.5511767,-112.1833426,1.0
983,nxrzfONnyMBhepzHpaFmRQ,2.5,3.6339869281,3.5,Mexican,33.383123,-111.964485,4.0
984,57PLTXWFJux4pYGnSQisvA,4.5,3.71693633128,3.5,American,33.4154777,-111.8425801,2.0
985,ugzYgcgArt7fZMkE3M0IUg,4.5,3.67025617774,3.5,Pizza,33.45,-112.07,2.0
986,lVHtVCyFJOqAH0ltn7pLuw,3.5,3.69719712054,3.5,Bars,33.3306902,-111.9785992,2.0
987,NiYl4WSOKu387JuHixm6_A,4.0,3.71693633128,3.5,American,33.5487869,-111.9154827,4.0
988,chkX3vXf08xd3kbqu0QfIw,4.0,3.2826009922,3.5,Fast Food,33.41524,-111.83936,1.0
989,Zy2vca7i9QFGRKa4m0C__A,4.0,3.93025634033,4.0,Vietnamese,33.5037612,-112.1000632,1.0
990,PftJwh5vis0VZWrrotfhvw,3.5,4.05773905997,4.0,Mediterranean,33.6381711,-112.0626543,2.0
991,Mie70jRF1hdVqiB7G_lIhg,3.5,3.71693633128,3.5,American,33.6255675,-111.9244742,3.0
992,hisR9LKBN9sgcMxclH0e7g,2.0,3.57690228931,3.5,Burgers,33.5740849,-111.714564,1.0
993,vG_UWMulTsBmtqTGEM6Klw,2.0,3.67025617774,3.5,Pizza,33.500525,-111.92269,2.0
994,Dww192C_kAhUBFKUAHj3hA,4.5,3.71693633128,3.5,American,33.5484759282,-111.915908043,3.0
995,hMd49yw32d7I0Kk1ZIOeXg,4.0,3.71693633128,3.5,American,33.537836,-112.134813,1.0
996,VapdXuC8X-Q3T_wgA6yCAg,4.0,3.71693633128,3.5,American,33.463172,-112.074725,2.0
997,1cTI09YZ3uRPXt3YkznuPg,4.5,4.36241610738,4.5,Polish,33.5414876,-112.1827954,2.0
998,yC6OzkWd3bzHfcMZm7WpWQ,4.0,3.71693633128,3.5,American,33.4550356,-112.0792846,2.0
999,7O_ylKFm1ZvkABGe3sSukQ,4.0,3.83805923125,4.0,Seafood,33.4502610986,-112.358918153,2.0
1000,aAWvy-BqJZlfVsLDJYFuLQ,1.5,3.2826009922,3.5,Fast Food,33.367864,-111.789388,1.0
1001,Kj2SCzhHuULRdTKg6Y2aeg,3.5,3.71693633128,3.5,American,33.6668274,-112.2017753,2.0
1002,_rGLtqmX-IAHTM3JUgXmWg,4.5,3.2826009922,3.5,Fast Food,33.4373395,-111.7177745,1.0
1003,lNOk-u3pj5O5C1WGUVIG3A,2.5,3.2826009922,3.5,Fast Food,33.29782,-111.74577,1.0
1004,3YrW77yHkp3JIyTGYCS_Nw,4.0,3.70203665988,3.5,Indian,33.3774325,-111.9069189,1.0
1005,oAxR0TJhPHMrN_hjQWBWMA,3.5,3.4389031266,3.5,Buffets,33.305135,-111.78697,1.0
1006,UrnRSzly4onGLUzZQrbT0A,4.0,3.82181004157,4.0,Italian,33.5690799263,-111.88991718,2.0
1007,NhdIZvpM11d720SskLvRpA,3.0,3.57690228931,3.5,Burgers,33.320391,-111.977841,1.0
1008,6Lz2EZa57wqpqVe05mx9QQ,2.5,3.68550936056,3.5,Asian Fusion,33.3078223,-111.7435528,1.0
1009,jopRETHHFc6kSqdNAe1j4g,2.5,3.1048459737,3.0,Chicken Wings,33.48014,-112.339598,2.0
1010,fHGb1TiZbYAFxxwADhIYQw,4.5,3.9074243813,4.0,Halal,33.334536,-111.846555,2.0
1011,d5CSj7DL3l56paYgfpFSkQ,3.5,3.4389031266,3.5,Buffets,33.4497753,-111.9264329,2.0
1012,hmKTkX9pO5axpnWcOGHr1w,3.0,3.67025617774,3.5,Pizza,33.7127668,-112.1394808,1.0
1013,x-4BOw1IIauM7GhYpTKhtw,3.5,3.92929464199,4.0,Breakfast & Brunch,33.7969402,-111.9275787,1.0
1014,zfY68t7nVihCwiCsCgM6cw,4.5,4.05773905997,4.0,Mediterranean,33.6988968,-112.1012916,1.0
1015,t4m8EAGERZUrW4qW16GQGQ,4.5,4.5,4.5,Moroccan,33.4656279532,-112.040942945,2.0
1016,77BTvEd_YG_2JUSWeDmGwQ,3.0,3.71693633128,3.5,American,33.4977334,-111.9258174,2.0
1017,adEJYiysRmK8eDqnHP9N6A,3.0,3.71693633128,3.5,American,33.6400298,-112.031334,1.0
1018,LUD6GsujuCB2xdFiWmfyTg,2.0,3.57892219388,3.5,Sandwiches,33.393886,-111.68981,
1019,fGZEYvCzqAiQEUYUMiq97g,2.0,3.2826009922,3.5,Fast Food,33.8738718,-112.1502292,1.0
1020,KVOsmfgWSbtTTKxNkXB1Bw,3.5,3.66933932008,3.5,Diners,33.6080382,-112.0662445,1.0
1021,9f4cTpQh7E4HB1Tl8Hk72w,2.5,3.57690228931,3.5,Burgers,33.669927,-112.0314798,1.0
1022,Z98h1BhssZeFfZvcVTYOpw,2.5,3.67025617774,3.5,Pizza,33.434384,-111.826084,2.0
1023,axE3XDEO5VfY4OztDich4Q,3.5,3.6339869281,3.5,Mexican,33.7996368408,-112.066184998,1.0
1024,E4b5OC_6mZ0V7B6Nyjncsg,4.0,3.68550936056,3.5,Asian Fusion,33.527849,-111.9258918,2.0
1025,YDYBt5Qy61MMxIlpE424GA,4.0,3.71693633128,3.5,American,33.4923161,-112.2874139,1.0
1026,corPOxxIBRJ7DSpryYvorw,3.5,3.83805923125,4.0,Seafood,33.68456792,-111.9661331,3.0
1027,6q1-3EtHXk2bFyANIxA11g,3.5,3.57892219388,3.5,Sandwiches,33.4653351,-112.2773056,1.0
1028,Y3MCSDGVNH3DJoy_avEkaw,3.5,3.5,3.5,Cafeteria,33.5822370287,-111.980821533,1.0
1029,cjDyMGsPQGWLjA8hedZZ7w,4.0,3.61826552747,3.5,Chinese,33.6403913832,-112.119057924,2.0
1030,z-og6iO0HE7J0l1V4zCGTQ,2.0,3.2826009922,3.5,Fast Food,33.4665547,-112.0306879,1.0
1031,-5rFC4EVrT-v8g1PSEf6Xg,4.0,3.68550936056,3.5,Asian Fusion,33.4823893,-112.3408511,2.0
1032,ULQr_1LRdrIOWSQ_FbOzZQ,4.0,3.2826009922,3.5,Fast Food,33.40791,-111.77313,1.0
1033,cVMunlva2-PmpQQCfLVxUg,3.5,3.57690228931,3.5,Burgers,33.2556794628,-111.638661884,2.0
1034,7Vqrh77SOYwZ3_AOK-TTiQ,4.5,3.6339869281,3.5,Mexican,33.5818813,-111.9261111,
1035,FF5ztq7j7RWGIhpw1XB1zg,3.0,3.61826552747,3.5,Chinese,33.4363825,-112.0983414,1.0
1036,Yb3_NGmF1PED-f_RWw_G_g,1.0,3.57690228931,3.5,Burgers,33.4768219,-112.220237,2.0
1037,0VV3LLrgDHrJ_n4suqKWLg,4.0,3.2826009922,3.5,Fast Food,33.4161104,-111.6852728,1.0
1038,JLHBdowaViDIvRKQD6iITQ,2.5,3.57690228931,3.5,Burgers,33.6546491,-112.0290738,1.0
1039,eyHjc5AhDp5mZWGA0QKgAg,3.5,3.67025617774,3.5,Pizza,33.3197271,-111.9837428,1.0
1040,eHcQzL5eebqvKrLW5q283w,3.5,3.57892219388,3.5,Sandwiches,33.6234853,-111.8917853,1.0
1041,qetH0dAE96HZl7SlBsLKVg,3.0,3.2826009922,3.5,Fast Food,33.4513782,-112.1365846,
1042,_NImxt4kON4hdFDVXC_ydQ,4.0,3.75842852198,4.0,Barbeque,33.0570277,-112.0472805,2.0
1043,IiQvDbga80HlrY5axVg-ag,2.5,3.84604904632,4.0,Cajun/Creole,33.567509701,-112.074179121,1.0
1044,BrTeICW0znNrZRFO60wuBA,2.5,3.2826009922,3.5,Fast Food,33.5963423,-112.1665715,1.0
1045,iPxUYvC8tgt5rBr-IZlSeg,4.5,3.2826009922,3.5,Fast Food,33.5849779664,-112.013456468,1.0
1046,xfdLOxCQLcPF8dGNMOCGXg,3.5,3.57690228931,3.5,Burgers,33.5832043,-112.1857165,1.0
1047,lOJ4sMs1EIZzqBV7duiO6A,4.0,3.1048459737,3.0,Chicken Wings,33.8446077701,-112.134572004,
1048,i8DkHnUxJwPBd7e50FHUpw,2.0,3.6339869281,3.5,Mexican,33.8704607,-112.1479384,1.0
1049,5AJdS8LYpCgzfOwGaEqZkA,4.5,3.9655426491,4.0,Cafes,33.6166381554,-111.872809768,1.0
1050,8Jg4S5r79dh0l3rIbpVBcg,3.0,3.67025617774,3.5,Pizza,33.317959,-111.975646,2.0
1051,ypZXfEMYjFlcDY6JL-FVlw,4.0,4.14091192032,4.0,Gluten-Free,33.5269678312,-111.924449202,2.0
1052,wnkCMnBVkQM5td24gHkLpA,2.5,3.6339869281,3.5,Mexican,33.318451,-111.841006,1.0
1053,um4GrgGG7vPDnniZIZkxdQ,4.0,3.90542280151,4.0,Thai,33.3781389,-111.8613802,2.0
1054,GQck1WKEOYjgQReVLeCTHQ,2.5,3.67025617774,3.5,Pizza,33.5013170365,-111.984444646,1.0
1055,RQnw-0PLiC0HsstKrpF9Cw,3.0,3.57690228931,3.5,Burgers,33.4652322,-112.1697371,1.0
1056,NOlv0y8xSqMpSjwkblBCvg,4.5,3.9655426491,4.0,Cafes,33.6541198305,-112.234057052,1.0
1057,XaMp0myaLiXWRxrzYzwQxw,3.0,3.2826009922,3.5,Fast Food,33.4063350587,-112.099913098,
1058,oXKPSI-RUqOvmuSCh_DEQQ,4.0,3.71693633128,3.5,American,33.6242026,-111.9302912,4.0
1059,Lk-FP6yxYRTcU52SaTx2EA,3.5,3.71693633128,3.5,American,33.3478364,-111.9819426,1.0
1060,LQ8xiZao4z6hn_l1qy6Jeg,3.5,3.92929464199,4.0,Breakfast & Brunch,33.6473102618,-112.236500731,2.0
