,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
185,"Xanthoudidou 1 | Xanthoudidou 1 & Bofor, Heraklion, Crete 712 02, Greece","A museum delineating the history of the island Crete, complete with artifacts belonging to the ancient civilizations that once populated the island.",0,NA,25.1348831,35.3413593,2-3 hours ,Heraklion Archaeological Museum,(+30) 281 027 9000,1,4.5,"3,334",68
186,"11150 East Blvd, Cleveland, OH 44106-1797","The Cleveland Museum of Art was founded in 1913 ""for the benefit of all the people forever."" ",0,NA,-81.6119252,41.5090158,NA,Cleveland Museum of Art,+1 216-421-7340,1,5.0,"2,076",165
187,"Carrer Montcada, 15-23, 08003 Barcelona, Spain","The Museu Picasso in Barcelona is a key reference for understanding the formative years of Pablo Picasso. The genius of the young artist is revealed through the 4,251 works that make up the permanent collection. Furthermore, the Museu Picasso, opened in 1963, also reveals his deep relationship with Barcelona: an intimate, solid relationship that was shaped in his adolescence and youth, and continued until his death.",2,Yes ,2.1809321,41.3852303,2-3 hours ,Museo Picasso,+34 932 56 30 00,40,4.0,"5,483",648
188,"3000 N Meridian St, Indianapolis, IN 46208-4716","The largest children's museum in the world urges children to dig in and touch everything as they explore the physical and natural sciences, history, world cultures and the arts through exciting interactive exhibits on five floors. There's also a theater with children's plays and live entertainment.",4,NA,-86.1579106,39.8107901,NA,Children's Museum of Indianapolis,+1 317-334-4000,1,4.5,"2,694",157
189,"20900 Oakwood Blvd, Dearborn, MI 48124-5029","Trace the history of the auto and our fascination with it along with other American inventions through the staggering collection of Henry Fords estate, which includes such memorabilia as the chair Abraham Lincoln sat in when he was assassinated and the limo in which John F. Kennedy was shot.",0,NA,-83.2333161,42.3002415,NA,The Henry Ford,+1 313-982-6001,1,5.0,"2,884",20
190,"Oxford Road | The University of Manchester, Manchester M13 9PL, England","The Manchester Museum is home to an array of treasures from the natural world and the many cultures it is home to. Highlights include a T.rex and fossils of other pre-historic creatures, ancient Egyptian artefacts and live amphibians and reptiles. You can handle objects from the collection, take part in hands-on activities or enjoy a glass of wine of cup of coffee whilst exploring the latest ideas in science, culture and the arts.",2,NA,-2.231197,53.46399299999999,NA,The Manchester Museum,0161 275 2648,5,4.5,"1,453",163
191,"6-5-1 Minamiaoyama, Minato 107-0062, Tokyo Prefecture",NA,1,NA,NA,NA,NA,Nezu Museum,+81 3-3400-2536,3,4.5,472,271
192,"36 Ly Thuong Kiet Street, Hang Bai Ward, Hoan Kiem District, Hanoi 10000, Vietnam","Vietnam's history and culture, this...",3,Yes ,108.277199,14.058324,1-2 hours ,Vietnamese Women's Museum,(+84-4) 38259936,8,4.5,"2,956",241
193,"50 Hagiwara Tea Garden Dr, Golden Gate Park, San Francisco, CA 94118-4502","The de Young, designed by Herzog & de Meuron and located in Golden Gate Park, is the nations fifth most visited art museum. It showcases American art from the seventeenth through the twenty-first centuries, international textile arts and costumes, and art from the Americas, the Pacific, and Africa.",4,NA,-122.4686651,37.7714658,NA,de Young Museum,415.750.3600,26,4.5,"1,417",522
194,"Piazza Museo Nazionale 19, 80135, Naples, Italy","This museum has all of the interesting finds from Pompeii and Herculaneum, both doomed cities after the violent eruption of Mount Vesuvius in 79AD. ",0,NA,14.2439545,40.8499715,More than 3 hours ,National Archaeological Museum of Naples,039.081.4422149,26,4.5,"4,141",369
195,"4801 E Fowler Ave, Tampa, FL 33617-2099","Explore a World of Possibilities at Tampas Museum of Science & Industry with more than 450 hands-on activities, plus Floridas only IMAX DOME Theatre, five-stories-tall and offering a higher resolution than any other theater in Tampa; It is more than a movie, it is an experience. Brave extreme weather conditions inside Disasterville, featuring Bay News 9 WeatherQuest, and explore the stages of life in The Amazing You exhibition. Gaze into the starry night sky in MOSIs Saunders Planetarium, and dont miss exploring the outdoors in the BioWorks Butterfly Garden and MOSI Backwoods. Kids get to run the show at MOSIs Kids In Charge!, the largest childrens science center in nation, while kids of all ages get a rush from MOSIs Sky Trail Ropes Course and Zip Line.",2,NA,-82.4039417,28.0535966,NA,Museum of Science and Industry,813-987-6000,29,3.5,991,186
196,"1660 Park Ave, San Jose, CA 95126-2126","Architecturally inspired by the Temple of Amon at Karnak, it houses the largest collection of Egyptian artifacts on exhibit in western North America, including objects from pre dynastic times through Egypt's early Islamic era.",0,NA,-121.9225245,37.3327179,NA,Rosicrucian Egyptian Museum,408-947-3635,2,4.5,517,125
197,"Science Park, Boston, MA 02114","Spend a couple of hours or the whole day at this hands-on museum that has something exciting for everyone. Touch a lizard, watch chickens hatching, see lightning being created and enjoy hundreds of other exhibits, where you can't help but learn something new about science and technology. Hold onto the edge of your seat at the IMAX movie theater, which costs extra.",2,Yes ,-71.0646337,42.3652917,2-3 hours ,Museum of Science,617 723 2500,21,4.5,"2,328",371
198,"Pier Head, Liverpool L3 1DG, England","The stunning new Museum of Liverpool is the worlds first national museum devoted to the history of a regional city, demonstrating Liverpools unique contribution to the world. This fantastic, free family day includes the stage where John Lennon and Paul McCartney first met, Ben Johnsons Liverpool Cityscape, a life-size Liverbird, the first Ford Anglia from Fords Halewood production line and Chris Boardmans famous Lotus sport bike. Dont miss the 360 immersive films about football and The Beatles! Notes to editors: Major funders include the Northwest Regional Development Agency (NWDA), the European Regional Development Fund (ERDF) the Heritage Lottery Fund (HLF) and the Department of Culture Media and Sport (DCMS).The European Regional Development Fund (ERDF) is making a real difference to people and businesses in the Northwest. With 755 million to invest between 2007 and 2013, ERDF is enhancing the competitiveness of the regions economy by supporting growth in enterprise and employment. ERDF in the Northwest is managed by the Northwest Regional Development Agency (NWDA).",6,No ,-2.996757,53.4083039,1-2 hours ,Museum of Liverpool,0151 478 4545,6,4.5,"4,097",181
199,"Museumstraat 1, 1071 XX Amsterdam, The Netherlands",NA,6,NA,4.8851853,52.3600072,NA,Museumplein,31615866023,15,4.5,"3,926",451
200,"Placa de Gala-Dali 5, 17600, Figueres, Spain","Instituted in 1974, this museum was built on the remains of the former Figueres Theater, and features a broad range of works of Salvador Dal (1904-1989.)",0,NA,2.9598934,42.2680977,NA,Dali Theatre-Museum (Teatro-Museo Dali),34 972 677 500,1,4.5,"4,248",19
201,"Albert Dock, Liverpool L3 4AQ, England","At Merseyside Maritime Museum you can explore the history of the great port of Liverpool, with four floors of galleries: Seized! The Border and Customs uncovered; the Emigration gallery; Liverpool: World Gateway; the Titanic, Lusitania and Empress of Ireland gallery; the Battle of the Atlantic; the Art and the Sea Gallery; and the temporary exhibition space. The museum also includes the 2010 Michelin Guide-listed Maritime Dining Rooms, a caf, shop and lecture theatre.",5,No ,-2.994917,53.4014314,1-2 hours ,Merseyside Maritime Museum,0151 478 4499,5,4.5,"3,723",181
202,"Constitution Ave NW, Between 12th and 14th Street, Washington DC, DC 20001","One of the Smithsonian museums along the Mall, this one has more than 3 million artifacts in its collectionfrom gowns to locomotivesthat reflect and preserve a record of Americas past.",8,No ,-76.9855034,38.8947822,2-3 hours ,National Museum of American History,202-633-1000,32,4.5,"3,161",398
203,"4525 Oak St, Kansas City, MO 64111-1818",NA,0,NA,-94.5806233,39.0445698,NA,Nelson-Atkins Museum of Art,816 751 1278,2,5.0,"1,984",147
204,"1700 NE 63rd St, Oklahoma City, OK 73111-7906",NA,0,NA,-97.48334899999999,35.535713,NA,National Cowboy & Western Heritage Museum,405-478-2250,2,4.5,"1,278",118
205,"3235 W 76 Country Blvd, Branson, MO 65616-3551","You've seen the movie and understand that it took 3 years to build the Titanic and only 2 hours and 40 minutes to lose Her forever. But, did you know there were 16 millionaires on board? Did you know that Titanic's maiden voyage was Captain Smith's last trip before retirement? Did you know that famous American silent film actress Dorothy Gibson was onboard?",5,NA,-93.2800426,36.6383418,NA,Titanic Museum,+1 800-381-7670,6,4.5,"3,900",168
206,"Toeyengata 53, Oslo 0578, Norway","Edvard Munch bequeathed a large portion of his work to the city before his death in 1940, and this museum is the result. It contains books, paintings, drawings, scuptures and letters. The Munch Museums have changing exhibitions. Please see website for updated exhibition program.",0,NA,10.7735784,59.9169387,1-2 hours ,Munch Museum,+47 23 49 35 00,34,4.0,"1,342",386
207,"1 Vimy Place, Ottawa, Ontario K1A 0M8, Canada","The Canadian War Museum is more than a museum that is internationally renowned for its symbolic architecture; it is synonym for inspiring and touching stories. Canada's rich military history is showcased through personal stories, artwork, photographs and interactive presentations. Tour the extensive permanent exhibitions and expand your knowledge of the conflicts that shaped Canada, Canadians and the world, as well as the roll Canadians played in them.",0,NA,-75.7091875,45.42944540000001,NA,Canadian War Museum,+1 800-555-5621,1,4.5,"2,841",243
208,"6865 W Hickory Rd, Hickory Corners, MI 49060-9788","The ever expanding Gilmore Car Museum, hailed as one of the Top Five car museums in the nation, features over nearly extraordinary cars and motorcycles from all eras. The Automotive Heritage Center (about 150 vehicles) is Open daily year-round. The outdoor park-like campus of historic buildings (including 1930s gas station, working 1940s diner and several exhibit sturctures)are open April - Novemember.Museum exhibits range from cars of the 1890s to the classic Duesenberg, the elusive 1948 Tucker, to the muscle cars of the 60s and 70s. Located just off M-43 at Hickory Road near Hickory Corners (20 minutes northeast of Kalamazoo, MI)",0,NA,-85.41994179999999,42.4404812,NA,Gilmore Car Museum,269-671-5089,1,5.0,367,3
209,"1100 Chestnut St | at Vanier Park, Vancouver, British Columbia V6J 3J9, Canada","Located just 10 minutes from downtown Vancouver and Granville Island, the Museum of Vancouver shares the scenic Vanier Park with the H.R. MacMillan Space Centre, Vancouver Maritime Museum, and Bard on the Beach (summer Shakespeare festival). We want to deepen your understanding of Vancouver through stories, objects and shared experiences. The museum's programs, exhibitions, and collections bring people together and inspire conversation about the future. Check our website for feature exhibitions and event listings.",0,NA,-123.1444428,49.2763667,1-2 hours ,Museum of Vancouver,16047364431,70,4.0,154,331
210,"12 S Castillo Dr, Saint Augustine, FL 32084-3650","Relive the Golden Age of Piracy at Pat Croce's St. Augustine Pirate & Treasure Museum with the world's largest collection of authentic pirate artifacts; fun, interactive exhibits, including the award-winning Book of Pirates and the spine-tingling Disney Imagineer-designed Below Deck sound experience of Blackbeards last battle; the worlds only pirate treasure chest; one of only two existing 17th century Jolly Rogers; and rarely-seen shipwreck treasures from the Florida Division of Historical Resources.",1,NA,-81.3129841,29.8969436,Yes ,St. Augustine Pirate & Treasure Museum,877.467.5863,10,4.5,"2,131",164
211,"Ayasofya Square, Sultanahmet, Istanbul, Turkey","This architectural marvel displays 30 million gold tiles throughout its interior, and a wide, flat dome which was a bold engineering feat at the time it was constructed in the 6th century.",27,Yes ,28.9764295,41.0040419,1-2 hours ,Hagia Sophia Museum / Church (Ayasofya),+90 212 522 1750,1,4.5,"29,036",998
212,"401 SW 2nd St, Fort Lauderdale, FL 33312-1707","There is always something new happening at the Museum of Discovery and Science. Spend a day of discovery exploring hundreds of interactive exhibits including the new EcoDiscovery Center. Visitors can take a ride on the Everglades Airboat Adventure, experience hurricane force winds in the Storm Center, dig for fossils alongside a giant prehistoric megalodon, get close to a confrontation between a saber-toothed cat and an Imperial mammoth, and enjoy the playful antics of North American river otters in their two-story indoor/outdoor habitat. See exciting science demonstrations, and presentations by community experts. Discover the amazing Everglades in the Florida EcoScapes exhibit. Hang out with bats, turtles and sharks. Meet an alligator and be charmed by a 6-foot-long snake. Take a ride to Mars or soar through the skies in an FA-18 cockpit simulator or take a ride in the 7D simulator. And immerse yourself in a five-story-high film adventure at the newly renovatede AutoNation(R) IMAX 3D Theater, home of the BIGGEST screen in South Florida. Whether you're two or 82 visit the Museum of Discovery and Science and enjoy a full day of family fun.",4,Yes ,-80.14792899999999,26.1210369,2-3 hours ,Museum of Discovery and Science,+1 954-467-6637,1,4.0,766,19
213,"25 Evans Way, Boston, MA 02115-5538","A Venetian palace in the middle of Boston, Gardner's home is now a museum displaying her impressive, eclectic collection of European, American and Asian art, including sculpture, paintings, furniture, ceramics and textiles. Visitors can stroll or rest in a spectacular skylit courtyard filled with plants and flowers.",2,Yes ,-71.09895589999999,42.338227,1-2 hours ,Isabella Stewart Gardner Museum,+1 617-566-1401,12,4.5,"1,868",371
214,"Pelikaanweg 50, 8218 PG Lelystad, The Netherlands",NA,0,NA,5.5294871,52.45724329999999,NA,National Aviation Museum (Aviodrome),0320 - 289 842,1,4.5,254,19
215,"103 Orchard St, Lower East Side, New York City, NY 10002-3102","The Tenement Museum preserves the history of immigration through the personal accounts of those who built lives in the Lower East Side. Visitors can view restored apartments from the 19th and 20th centuries, walk the historic neighborhood, and interact with residents to learn the stories of generations of immigrants who helped shape the American experience.",3,NA,-73.9900373,40.7187792,1-2 hours ,Tenement Museum,+1 877-975-3786,27,4.5,"4,446","1,028"
216,"East India Square, 161 Essex Street, Salem, MA 01970","Experience art and culture from New England and around the world at one of the regions largest art museums. Explore the museums vast collections and changing exhibitions, ranging from modern art to photography to Asian art and culture. The museum campus features numerous parks, period gardens, and 24 historic properties, including Yin Yu Tang, the only example of Chinese vernacular architecture on display in the United States.",0,NA,-70.892225,42.5215344,NA,Peabody Essex Museum,866-745-1876,1,4.5,"1,317",75
217,"4400 Forbes Ave, Pittsburgh, PA 15213-4007","Carnegie Museum of Natural History is the place for kids to discover science and the wonders of the natural world. Dig for bones in Bonehunters Quarry, get hands-on with real and replica specimens in Discovery Basecamp, grind corn in a Hopi home, and more. Dinosaurs are just the beginning! Free family-activities, touchables, and Bonehunters Quarry available each weekend and weekdays during the summer.",9,NA,-79.9499151,40.4431957,More than 3 hours ,Carnegie Museum of Natural History,+1 412-622-3131,5,4.5,"1,030",150
218,"222 Fifth Avenue South, Nashville, TN 37203-4206","The Country Music Hall of Fame and Museum is the home of this popular American art form, safeguarding over 2.5 million artifacts, with two expansive floors of gallery space featuring permanent- and limited- engagement exhibits. The Country Music Hall of Fame and Museum is also home to Historic RCA Studio B and Hatch Show Print. It offers three dining and four retail options, all open to the public. Closed on Thanksgiving, Christmas Eve, Christmas Day, and New Year's Day.",3,Yes ,-86.7762664,36.1583339,2-3 hours ,Country Music Hall of Fame and Museum,16154162001,3,4.5,"7,374",238
219,"6th Street and Constitution Avenue, Washington DC, DC 20002",One of the world's greatest art museums is comprised of two buildings: one holds paintings from the 13th through the 18th centuries and the other exhibits modern art.,8,NA,-76.9984522,38.8920125,NA,National Gallery of Art,(202) 737-4215,2,5.0,"6,274",398
220,"Kildare Street, Dublin, Ireland","The National Museum of Ireland - Archaeology is the national repository for all archaeological objects found in Ireland and home to over two million artefacts. Permanent Exhibitions: Our exhibitions include the finest collection of prehistoric gold artefacts in western Europe, outstanding examples of metalwork from the Celtic Iron Age and the Museums world-renowned collection of medieval ecclesiastical objects and jewellery. The Treasury: r - Ireland's Gold, Prehistoric Ireland, Kingship and Sacrifice, Viking Ireland, Medieval Ireland, Ancient Egypt, Ceramics and Glass from Ancient Cyprus, Life and Death in the Roman World. There is also a number of Temporary Exhibitions taking place.",2,NA,-6.256552,53.3389211,<1 hour ,National Museum of Ireland - Archaeology,+353 1 6777444,14,4.5,"3,504",480
221,"Calle Santa Isabel 52, 28012 Madrid, Spain","World famous modern art museum featuring a diverse collection of 20th century Spanish art, from Picasso to Solana.",7,Yes ,-3.6940349,40.4085636,2-3 hours ,Queen Sofia Arts Center (Museo Nacional Centro de Arte Reina Sofia),34 91 774 10 00,11,4.5,"8,947",705
222,"11 W Jones St, Raleigh, NC 27601-1029","The Southeast's largest natural history museum features dinosaurs, whale skeletons, live animals, walk-through dioramas, special exhibits, hands-on science education and accessible scientists. IMLS National Medal Finalist, 2014.",0,NA,-78.6395502,35.7822735,NA,North Carolina Museum of Natural Sciences,+1 919-707-9800,1,4.5,"1,417",140
223,"8th and F Streets, NW, Washington DC, DC 20013","Part of the Smithsonian Institution that owns more than 40,000 works depicting the history of art in the United States.",6,NA,-77.0229632,38.897203,NA,Smithsonian American Art Museum,(202) 633-1000,27,4.5,"1,074",398
224,"Avenue Saint Martin, Monte-Carlo 98000, Monaco","Aquariums, exhibitions, games and relaxationthe Oceanographic Museum of Monaco lets you dive into the marine world. From aquariums to its shark lagoon, passing through the Turtle Island located on the panoramic terrace, it offers a unique opportunity to know, love and protect the oceans. A crossroads between Art and Science, this Temple of the Sea is home to over 6,000 specimens and priceless collections of Natural History. Come and visit, with our exhibitions and events, you too can experience the depths of the oceans",0,NA,7.42534,43.7309897,NA,Oceanographic Museum of Monaco,+377 93 15 36 00,2,4.5,"3,064",41
225,"Kalverstraat 92 and Nieuwezijds Voorburgwal 359, 1001 Amsterdam, The Netherlands","Housed in a splendid 17th-century building that was a former civic orphanage, this museum tell the history of Amsterdam through its vast collection of art and artifacts from medieval times to the present.",2,NA,4.895167900000001,52.3702157,NA,Amsterdam Museum,31 20 523 1822,50,4.0,"1,379",451
226,"Riverside Walk, Liverpool L3 4AG, England","A scenic renovated area of Liverpool that hosts the famous Tate Gallery, home to a wide range of world-class art, and the Beatles Museum, a tribute to the famous rock group.",9,No ,-2.968238,53.3762006,1-2 hours ,Albert Dock,44 151 708 8854,1,4.5,"8,848",38
227,"Central Ferry Pier No. 8, Man Kwong Street | Central, Hong Kong, China","The Hong Kong Maritime Museum (HKMM), opened at Murray House in Stanley in 2005, is a vibrant, cultural institution dedicated to preserving, collecting and displaying objects that tell the story about trade and maritime in Hong Kong and the Pearl River Delta. Since 2013, the Museum has been relocated to the picturesque Victoria Harbour at Central Pier No. 8. An independent, non-profit registered charity, HKMM is supported by the shipping industry, the business community, private individuals and the Hong Kong SAR Government. HKMM houses 15 galleries including a venue space for special exhibitions and events, a resource centre, a roof-top social enterprise caf, and a gift shop. HKMM promotes Hong Kong, China and Asia's maritime history and heritage as well as the vital role that ships and the sea play in our past, present and future. It also offers visitors a variety of public programmes including guided tours, workshops, public talks, and school, community and family activities.",2,NA,114.1603015,22.2873971,1-2 hours ,Hong Kong Maritime Museum,85237132500,44,4.5,260,789
228,"1000 Upper Changi Road North, Singapore 507707, Singapore",This museum honors POWs who endured the Japanese occupation of Singapore in World War II. Their stories are told with an impressive collection of personal artifacts and news coverage. A British internee returned to the museum decades after the war to recreate the murals hed painted on the walls of the original chapel  a moving insight into how those held prisoner found hope and comfort in any way possible.,2,Yes ,103.974029,1.362182,1-2 hours ,The Changi Museum,+65 6214 2451,16,4.5,"1,596",748
229,"1100 Spaatz St, Wright-Patterson Air Force Base, Dayton, OH 45433-7102",NA,0,NA,-84.1097834,39.7818731,NA,National Museum of the U.S. Air Force,937 255 3286,1,5.0,"2,905",60
230,"Bygdoy, Oslo, Oslo 0286, Norway","One of most delightful, romantic two-wheel rides in Oslo. Lush woods, park-like countryside, view of the sea, swimming areas, historic buildings and the royal cows are some of the sights to see along the way. Arrive from Aker Brygge via the 3-km cycle route along Frognerstranda to Hengesengveien, Bygdoy. Continue to Holsts vei - Rideveien - Huk - P.T. Mallingsvei - Langviksvei - Huk Aveny - Museumsveien - Wedels vei - Dronning Biancas vei Distance: 7 km Incline: insignificant Roadway: primarily fine gravel roads",3,NA,10.680309,59.9100729,NA,Bygdoy Peninsula,4722449700,6,4.5,"1,088",386
231,"29, Itaewon-ro, Yongsan-gu, Seoul 04353, South Korea","Poignant exhibits, war memorabilia, art works, and military equipment make this a perfect place to learn about Koreas history of war, most notably with North Korea. Kids will enjoy the display of actual tanks and airplanes.",7,No ,126.9777629,37.5362151,1-2 hours ,The War Memorial of Korea,02-709-3139,2,4.5,"2,669",711
232,"In the Civic Centre Cathays Park, Cardiff CF10 3NP, Wales","Witness one of Europe's finest art collections. Five hundred years of magnificent paintings, drawings, sculpture, silver and ceramics from Wales and across the world, including one of Europe's best collections of Impressionist art. The building also has galleries showing the diverse natural history of Wales, as well as a journey taking you through the Evolution of Wales (with dinosaur displays) from the very beginnings of time to the present day.",0,No ,-3.1824822,51.4882342,2-3 hours ,National Museum Cardiff,(029) 2039 7951,7,4.5,"1,588",148
233,"Salar Jung Road, Hyderabad 500024, India",NA,0,NA,78.4803628,17.3720858,NA,Salar Jung Museum,040 24523212,3,4.5,"1,677",234
234,"Leeman Road, York YO26 4XJ, England","For a fantastic day out for the whole family in York, visit the award winning National Railway Museum. Get up close to over 300 years of fascinating history in York's only National Museum. Explore our giant halls full of trains and railway legends including the majestic Duchess of Hamilton, step on to the futuristic Japanese Bullet Train or marvel at the stunning opulence of the Royal Trains. Get on board awe-inspiring locomotives, watch our engineers at work in the Workshop, uncover hidden treasures in the Warehouse and make tracks to the outdoor area. The children can let off steam in our outdoor play area, and our miniature railway ride is perfect for the whole family. Every weekend and throughout the school holidays, the kids can enjoy a lively programme of events, including science shows, story telling, steam rides, craft activities and special events. Please note that calls to our listed phone number (0844...) cost 4.25p per minute plus your phone company's access charge.",9,NA,-1.0982609,53.9607057,NA,National Railway Museum,448448153139,1,4.5,"10,833",191
235,"| Corniche, Doha, Qatar","Set in the MIA Park on the Doha waterfront, the museum building stands out as an architectural gem. Once inside, you will see masterpieces of Islamic art, including metalwork, ceramics, jewellery, woodwork, textiles and glass, collected from three continents and dating from the 7th to the 19th century. Entry to the museum is FREE.",0,NA,51.5215786,25.3143643,2-3 hours ,Museum of Islamic Art,+974 4422 4444,1,4.5,"3,291",91
236,"357-1, Seogyo-dong, Mapo-gu | Seogyo Plaza B2, Seoul 121-838, South Korea","The Trickeye Museum is an art gallery with paintings created using 'trompe l'oeil' techniques that give each 2D art piece the illusion of being in 3D. Instead of merely viewing paintings (as in a typical art gallery) visitors can interact with the paintings, posing themselves just right so that they look as if they are part of the original work. Moreover, Ice Museum is located in the Trickeye Museum, which is made in all ice such as iced TV and iced kichen. You can enjoy museum activities all in iced.To ensure that even its busiest patrons have time to enjoy the fun, the museum stays open each day until 9PM(last admission by 8PM), making it a popular date and hang-out place.Outside of the main exhibition hall is a main square that is decorated like the Santorini in Greece.The main square is also home to the museum caf (simply called Cafe Santorini') which serves you muffin and drinks.",1,Yes ,126.9216835,37.5534532,1-2 hours ,Trickeye Museum,+82 2-3144-6300,18,4.5,912,711
237,"Queen Street, Exeter EX4 3RX, England","Exeter's world-class museum has stunning new displays and galleries, fabulous exhibitions and modern amenities. The displays reveal Devon and Exeter's rich history and global connections. Exotic animals, birds and insects delight children and the world cultures galleries display stunning items from all over the world. Opening times: Tuesday to Sunday, 10am to 5pm. Closed Mondays and bank holidays. Free Admission. From time to time galleries may be closed for special events; please check before traveling.",0,NA,-3.533461,50.7257647,NA,Royal Albert Memorial Museum,+44 1392 665858,2,4.5,842,85
238,"Avenue du Docteur Menard, 06000 Nice, France","This museum has a large collection of works by Marc Chagall, the famous Russian-born painter and designer.",1,NA,7.2687635,43.7090189,NA,Musee National Marc Chagall,04 93 53 87 20,5,4.5,"2,231",211
239,"Calle Londres 247 | Col. Del Carmen, Coyoacan, Mexico City 04100, Mexico",The lifelong home of Frida Kahlo is now a museum dedicated to the work of this famous 20th-century artist.,3,Yes ,-99.162281,19.3550499,2-3 hours ,Frida Kahlo Museum,+52 55545999,7,4.5,"5,012",463
240,"2445 Monroe St, Toledo, OH 43620-1500","Art from all over the world and every time period is housed at this outstanding museum, considered one of the world's best. From paintings by Renoir to sculptures by Alexander Calder to a vast glass collection, you'll find wonderful treasures here. Founder and first president Edward Drummond Libbey wanted to build a place where art was accessible to everyone, hence the museum's free admission policy, which continues to this day. The Toledo Museum of Art is open:Tuesday & Wednesday: 10 a.m.  4 p.m.Thursday & Friday: 10 a.m.  9 p.m.Saturday: 10 a.m.  5 p.m.Sunday: noon  5 p.m.Closed Mondays, Independence Day, Thanksgiving Day, and Christmas Day.",0,NA,-83.5592918,41.6584327,NA,Toledo Museum of Art,8006446862,1,5.0,744,73
241,"55 Cable St, Wellington 6011, New Zealand","Experience the whole of New Zealand in one building! Te Papa is New Zealand's bold, innovative and interactive national museum. Explore the great treasures and stories of this country, its unique natural environment, Maori culture and taonga (treasures), dynamic art heritage, and its fascinating history. Te Papa is located on Wellington's spectacular waterfront. Open 10am to 6pm every day except Christmas Day. General admission is free.",0,NA,174.7817372,-41.2905022,No ,Museum of New Zealand (Te Papa Tongarewa),+64 4-381 7000,1,4.5,"7,785",212
242,"Oudezijds Voorburgwal 38 | Red Light District, 1012 GD Amsterdam, The Netherlands",In the heart of Amsterdam's bustling centre lies one of the city's oldest museums: Museum Our Lord in the Attic. Here visitors get to experience the Dutch Golden Age in a special way: a 17th-century house with a top floor converted into a Catholic church.,3,NA,4.8993873,52.3751618,1-2 hours ,Museum Ons'Lieve Heer Op Solder,+31 20 624 6604,8,4.5,"1,989",451
243,"720 Sheridan Ave, Cody, WY 82414-3428 (Formerly Buffalo Bill Historical Center)","Since 1927, the Buffalo Bill Center of the West has been committed to the greatness and growth of the American West, keeping western experiences alive. The Center of the West, an affiliate of the Smithsonian Institution, weaves the varied threads of the western experience-history and myth, art and Native culture, firearms, and the nature and science of Yellowstone-into the rich panorama that is the American West. The Center of the West has been honored with numerous awards, including TripAdvisor's Certificate of Excellence for four years running.",0,NA,-109.0742033,44.5242379,2-3 hours ,Buffalo Bill Center of the West,+1 307-587-4771,1,5.0,"2,777",54
244,"1800 N Congress Ave, Austin, TX 78701","Museum that chronicles the history of Texas with three themed exhibits: Land, Identity and Opportunity.",3,NA,-97.73917100000001,30.2802961,NA,Bullock Texas State History Museum,+1 512-936-8746,4,4.5,"1,730",296
245,"Kattenburgerplein 1, 1018 KK Amsterdam, The Netherlands (Formerly Netherlands Maritime Museum)","Het Scheepvaartmuseum, The National Maritime Museum, tells inspiring stories of how the sea is in our genes. Come and enjoy the stimulating, interactive exhibitions and the stunning 17th century building.",2,NA,4.9164759,52.3707878,More than 3 hours ,Het Scheepvaartmuseum| The National Maritime Museum,31 20 52 32 222,28,4.5,"1,746",451
246,"ul. Rynek Glowny 1, Krakow 31-042, Poland",NA,3,NA,19.9363819,50.061465,NA,Cracow Historical Museum - Old Market Underground,48 12 426 50 50,15,4.5,"2,015",235
247,"Universitetsgaten 13 (city centre), Oslo, Norway",NA,3,NA,10.7522454,59.9138688,NA,National Museum - National Gallery,47 22 20 04 04 ,8,4.5,"1,875",386
248,"1500 Binz St, Houston, TX 77004-7112","Hands-on interactive exhibits in the areas of science and technology, history and culture, health and human development, and the arts.",1,Yes ,-95.385113,29.7226824,More than 3 hours ,Children's Museum of Houston,713-522-1138,4,4.5,"1,165",261
249,"1377-78, Natu Baug, Pune 411002, India",NA,0,NA,73.85360539999999,18.5055618,NA,Raja Dinkar Kelkar Museum,91-020-448-2101,12,4.5,318,261
250,"Trumpington Street, Cambridge CB2 1RB, England","Museum houses vast collections of antiquities from ancient Egypt, Greece and Rome, including exhibits of English and European pottery and glass, furniture, clocks, Chinese jades, and ceramics from Japan and Korea.",2,NA,0.11926,52.200802,NA,Fitzwilliam Museum,01223 332900,4,4.5,"1,935",153
251,"Piazza De' Giudici 1, 50122, Florence, Italy","Housed in an old palace that was restored in the mid-1800s, this science museum houses an impressive collection of scientific instruments dating from the 13th century.",3,Yes ,11.2562908,43.7678293,1-2 hours ,Museo Galileo - Institute and Museum of the History of Science,+39 055 265 311,32,4.5,"1,410",394
252,"62 Vintage Lane, Maggie Valley, NC",NA,0,NA,-83.0769449,35.5137182,NA,Wheels Through Time Transportation Museum,828-926-6266,1,5.0,983,19
253,"Kemble Drive, Swindon SN2 2TA, England",NA,0,NA,-1.7981392,51.5641267,NA,STEAM Museum of the Great Western Railway,+44 01793 466646,1,4.5,932,45
254,"Osman Hamdi Bey Yokusu | Sultanahmet, Istanbul, Turkey","Besides its importance as the first Turkish museum, it remains one of the world's largest museums with over one million works. Opened to the public in 1891, it houses a collection of Greek, Roman and Byzantine artifacts.",10,Yes ,29.02219299999999,40.980798,2-3 hours ,Istanbul Archaeological Museums,90 212 5207740,21,4.5,"3,404",998
