,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo
206,"907 Yukon Dr, Fairbanks, AK 99775-9702","See the state's largest collection of gold and a mummified steppe bison, explore the art of Alaska and discover treasures from thousands of years of cultural history.",0,NA,-147.8412227,64.85833029999999,2-3 hours ,University of Alaska Museum of the North,+1 907-474-7505,4,4.5,"1,462",92
207,"745 N Gene Autry Trl, Palm Springs, CA 92262-5464","Rated by CNN as one of the top 14 Air Museums in the World. This facility Gives visitors an up-close look at the legendary fighters and bombers of WWII, Korea, and Vietnam.",2,NA,-116.504978,33.8325247,NA,Palm Springs Air Museum,+1 760-778-6262,2,4.5,"1,152",114
208,"7447 Hubbard Ave, Middleton, WI 53562-3117",The National Mustard Museum is home to the world's largest collection of prepared mustards and mustard memorabilia. Tour our museum or sample any of our 500 mustards in the gift shop. Admission is free!,0,NA,-89.5106304,43.0953491,NA,National Mustard Museum,800-438-6878,1,4.5,329,17
209,"1071 Fifth Ave. at 89th St., New York City, NY 10128",The circular Frank Lloyd Wright-designed building is as much of a draw as the museum's collection of modern art.,3,NA,-73.9588816,40.783001,NA,Solomon R. Guggenheim Museum,+1 212-423-3500,110,3.5,"3,644","1,028"
210,"Corner of Boerum Place and Schermerhorn Street, Brooklyn, NY 11201","The New York Transit Museum, one of the city's leading cultural institutions, is the largest museum in the United States devoted to urban public transportation history, and one of the premier institutions of its kind in the world. The Museum explores the development of the greater New York Metropolitan region through the presentations of exhibitions, tours, educational programs, and workshops dealing with the cultural, social, and technological history of public transportation. Since its inception over a quarter century ago, the Museum, housed in a historic 1936 IND subway station in Brooklyn Heights, has grown in scope and popularity. As custodian and interpreter of the region's extensive public transportation networks, the Museum strives to share, through its public programs, this rich and vibrant history with local, regional, and international audiences.",0,NA,-73.9896449,40.6903327,NA,New York Transit Museum,+1 718-694-1600,13,4.5,627,203
211,"600 W Kagy Blvd, Bozeman, MT 59717-2730","Museum of the Rockies at Montana State University is a Smithsonian Affiliate and is recognized as one of the worlds finest research and history museums. Known for its collection of dinosaur fossils, including a real, fossilized T. rex skeleton, and its permanent regional history exhibits, MOR also thrills visitors with changing exhibits from around the world, the Martin Childrens Discovery Center, the Living History Farm  a historically accurate, working 1890s Montana homestead open every summer, and the Taylor Planetarium, featuring a state-of-the-art digital projection system. Visit us and experience MOR.",0,NA,-111.0666308,45.6602895,2-3 hours ,Museum of the Rockies,+1 406-994-2251,1,4.5,981,59
212,"6911 Lemmon Ave, Dallas, TX 75209-3603","This museum memorializes the pioneers of flight, from the 1920s and 30s, through World War II and up to the jet and rocket age of today. The museum also showcases the Dallas/Fort Worth area, known today as the Aviation Capital of the World, played in aviation history. ",2,Yes ,-96.8354736,32.8423099,1-2 hours ,Frontiers of Flight Museum,214 350 1651,26,4.5,241,224
213,"114 N Main St, Roswell, NM 88203-4706","This museum contains a diorama and a film of the ""official"" autopsy of the alien bodies after the 1947 crash.",0,NA,-104.523223,33.3936489,NA,International UFO Museum and Research Center,505-625-9495,1,3.5,"1,471",24
214,"511 10th St NW, Washington DC, DC 20004-1499","The site of the April 14, 1865, assassination of President Abraham Lincoln, Ford's Theatre is a working theatre, historical monument, world-class museum and learning center. The theatre produces musicals and plays reflecting the unique, diverse character of American life. With its inspiring theatrical productions, live historic interpretation, and rich collection of artifacts, Fords Theatre is the premier destination in the nations capital to explore and celebrate the life and legacy of Abraham Lincoln. A daytime visit to the Fords campus traces the story of Lincolns presidency, assassination and legacy. The campus includes the museum, theatre, Petersen House (the house where Lincoln died) and the new Center for Education and Leadership. Tickets are required. Admission is free; advance tickets have a convenience fee.In the evenings and on weekends, Fords presents dynamic productions of renowned plays, vibrant musicals, and newly commissioned works that captivate and entertain while examining political and social issues related to Lincolns legacy.In the spring and summer, Fords produces one-act plays and walking tours exploring Civil War Washington. These immersive experiences provide an authentic glimpse into a singular and transformative moment of Americas past.Throughout the year, Fords provides engaging educational programs for students, teachers and life-long learners, using Lincolns speeches and legacy to build speech, writing and leadership skills.",4,NA,-77.0256747,38.8966765,NA,Ford's Theatre,202 347-4833,20,4.5,"2,785",398
215,"2800 Bullittsburg Church Rd, Petersburg, KY 41080-9364",NA,0,NA,-84.7836614,39.0859976,NA,Creation Museum,888-582-4253,1,4.5,996,3
216,"35 Maryhill Museum Dr, Goldendale, WA 98620-4601","Housed in a majestic Beaux Art mansion overlooking the Columbia River Gorge, Maryhill Museum of Art is one of the NW's most fascinating cultural destinations. Explore world-class European & American art, an extensive American Indian art collection, sculptures and watercolors by Auguste Rodin - one of the largest collections in the US - and much, much more. Cafe, museum shop, sculpture garden, & picnic grounds on-site.",0,NA,-120.8647706,45.6774581,NA,Maryhill Museum of Art,+1 509-773-3733,1,4.5,244,13
217,"1932 Zippo Dr, Bradford, PA 16701-5414",We invite you to...,0,NA,-78.6509511,41.9434516,NA,Zippo / Case Museum,+1 814-368-1932,1,4.5,211,14
218,"801 E Cesar E Chavez Blvd, San Antonio, TX 78205-3296",This museum is dedicated to the contributions of different ethnic groups in Texas.,0,NA,-98.48221799999999,29.4166169,NA,Institute of Texan Cultures,210 458 2300,29,4.5,302,255
219,"F Street NW, Smithsonian Institution, Washington DC, DC 20560",NA,5,NA,-77.0262205,38.8884795,NA,National Portrait Gallery,202 357 2700,15,4.5,"2,125",398
220,"610 Lairport St, El Segundo, CA 90245-5004","The Automobile Driving Museum (ADM) is a destination for anyone who loves cars and the role they have had in our lives. The ADM and its devoted Docent Volunteers are dedicated to providing our guests with an up-close and personal look into the lives of the original owners of our fleet. Every Sunday, we take our guests for a ride in one of our cars for a trip back in time. When planning an unforgettable event, think of the ADM as THE spot...your guests will never forget.",0,NA,-118.3922325,33.9247131,NA,Automobile Driving Museum,310-909-0950,1,4.5,80,15
221,"234 W. 42nd Street, New York City, NY 10036","Get your selfie sticks ready! Madame Tussauds in Times Square is the only place with no ropes or barriers holding you back from getting photos with your favorite stars! Voted as one of New York's most unique attractions, Madame Tussauds invites you to pose with over 200 figures of internationally renowned musicians, A-list stars, sports legends, world leaders, super heroes and more. With several newly renovated spaces, the world famous wax attraction is bigger and better than ever!",0,NA,-73.9888728,40.7563592,1-2 hours ,Madame Tussauds New York,+1 866 841 3505,62,4.0,"5,718","1,028"
222,"501 Stanyan St, San Francisco, CA 94117-1898",NA,12,No ,-122.4545563,37.7716702,<1 hour ,Golden Gate Park,(415) 831-2700,6,4.5,"6,648",522
223,"620 N Harvey Ave, Oklahoma City, OK 73102-3032","The Oklahoma City National Memorial & Museum stands as a symbol of strength in the wake of unspeakable violence. Visit the Memorial Museum to experience the brutality of the Oklahoma City bombing, and the tenderness of the response.",0,NA,-97.51702999999999,35.472973,NA,Oklahoma City National Memorial & Museum,+1 405-235-3313,1,5.0,"2,942",118
224,"704 South 2nd St, Minneapolis, MN 55401-2163","Built into the ruins of what was once the world's largest flour mill, Mill City Museum is located on the historic Mississippi Riverfront. Here, visitors of all ages learn about the intertwined histories of the flour industry, the river, and the city of Minneapolis.",0,NA,-93.2573426,44.978894,NA,Mill City Museum,16123417555,7,4.5,937,198
225,"900 S Beretania St, Honolulu, Oahu, HI 96814-1495 (Formerly Honolulu Academy of Arts)","One of the worlds premier art museums presents international caliber special exhibitions and features a collection that includes Hokusai, van Gogh, Gauguin, Monet, Picasso and Warhol, as well as traditional Asian and Hawaiian art. Located in two of Honolulus most beautiful buildings, visitors enjoy two cafs, gardens, and films and concerts at the theater. Other location: Honolulu Museum of Art Spalding House",5,NA,NA,NA,NA,Honolulu Museum of Art,808 532 8701,19,4.5,835,311
226,"7711 E Academy Blvd, Denver, CO 80230","Wings Over the Rockies Air & Space Museum is Colorado's Official Air & Space Museum. Founded in 1994 and housed at the former Lowry Air Force Base in Denver, Wings is dedicated to inspiring, educating and entertaining the public about aviation and space endeavors of the past, present and future. Visitors will find over 50 aircraft on display, thrilling flight simulator experiences and a learning center dedicated to the expansion of aerospace education in Colorado. The Museum was also named 2016's best event venue in the Denver Metro by Colorado Meetings + Events Magazine.",0,NA,-104.8955075,39.7208907,2-3 hours ,Wings Over the Rockies Air & Space Museum,+1 303-360-5360,17,4.5,418,231
227,"200 Larkin St, San Francisco, CA 94102-4734","Spanning cultures from Turkey to India and China to the Philippines through 6,000 years, the collection provides a panorama of Asian art and culture. Included are over 18,000 objects ranging from tiny jades to monumental sculptures. Superb paintings, porcelains, arms and armor, furniture, textiles, and bronzes are featured.",0,NA,-122.4160525,37.7802559,NA,Asian Art Museum,415 581 3500,20,4.5,"1,084",522
228,"5401 Woodward Ave, Detroit, MI 48202-4097","The Motor City Exhibition, where visitors see how a Cadillac is assembled, is just one of the many interesting displays at this museum dedicated to telling the story of Detroit.",0,NA,-83.0672037,42.3597913,1-2 hours ,Detroit Historical Museum,+1 313-833-7935,12,4.5,232,137
229,"224 Benefit St, Providence, RI 02903-2711","This innovative and internationally renowned museum showcases more than 80,000 works of art from Paul Revere's silver and caricatures of 18th century Europe, to French Impressionists and the avant-garde works of recent alumni. A 12th-century Japanese Buddha has its own room with benches for meditating.",0,NA,-71.4077447,41.8267054,NA,Rhode Island School of Design Museum of Art,401-454-6500,1,4.5,586,107
230,"1341 Princess Anne Rd, Virginia Beach, VA 23457-1542","World War One and Two aircraft THAT STILL FLY are the heart of this unique museum. 40,000 guests each year travel from all over the world to see our aircraft, especially during our major events and airshows. Come see why the Military Aviation Museum is one of the top attractions in all of Virginia Beach! Take a flight in an open cockpit biplane for a once in a lifetime experience, and learn about the heroes of the first fifty years of military aviation.",0,NA,-76.0281863,36.6789583,2-3 hours ,Military Aviation Museum,+1 757-721-7767,2,4.5,760,109
231,"3315 Broad St, Chattanooga, TN 37408-3052",NA,0,NA,-85.323582,35.016992,NA,International Towing and Recovery Museum,423 267 3132,28,4.5,129,145
232,"755 E Flamingo Rd, Las Vegas, NV 89119-7363 (Formerly Atomic Testing Museum)",NA,2,Yes ,-115.1483536,36.1140637,1-2 hours ,The National Atomic Testing Museum,702-794-5151,57,4.0,998,447
233,"1 Wade Oval Dr, University Circle, Cleveland, OH 44106-1701","This innovative museum carries out its mission to ""help people discover and explore the natural world"" through a series of displays involving everything from dinosaur bones to astrological equipment plus ""Lucy,"" one of the oldest skeletons of humanity's earliest ancestors.",0,NA,-81.6117706,41.5116759,NA,Cleveland Museum of Natural History,216 231 4600,22,4.5,388,165
234,"4790 W 16th Street, Indianapolis, IN 46222-2550","The Indianapolis Motor Speedway Museum presents the stories of racing at the Indianapolis Motor Speedway, the history of the automotive industry in Indiana, and has vehicles and race trophies and memorabilia from race events around the world. It houses one of the most important collections of racing vehicles and memorabilia in the world.",4,NA,-86.2336777,39.790307,NA,Indianapolis Motor Speedway Museum,13174926784,3,4.5,"1,886",157
235,"54 Sherman St, Deadwood, SD 57732-1364",The Adams Museum is the Black Hills oldest history museum. In 1930 pioneer businessman W.E. Adams founded the Adams Museum in downtown Deadwood with the purpose of preserving and displaying the history of the Black Hills. ,0,NA,-103.7294624,44.3757373,1-2 hours ,Adams Museum,+1 605-578-1714,1,4.5,394,40
236,"Highway 441 and Drama Road, Cherokee, NC 28719",This site tells the history and culture of the Cherokee Indians through displays and modern computer images.,0,NA,-83.3205859,35.4770574,NA,Museum of the Cherokee Indian,828-497-3481,3,4.5,878,32
237,"1527 SW 1st Ave, Fort Lauderdale, FL 33315-1710","This museum is a reproduction of a Packard showroom from the 1920s. On display are 22 Packard motor cars from the 1900s to the 1940s, all in full working order. Among them, are Roadsters with compartments for golf clubs, a doctor's coupe with a compartment for his medical bag, and a 1929 645 Dual Cowl Phaeton that can self-lubricate its chassis as it drives along the road.",2,Yes ,-80.143497,26.102262,2-3 hours ,Fort Lauderdale Antique Car Museum,954 779 7300,11,4.5,313,152
238,"134 S Elm St, Greensboro, NC 27401-2604","The International Civil Rights Center & Museum (ICRCM), located in Greensboro, N.C., is an archival center, collecting museum and teaching facility devoted to the international struggle for civil and human rights. This national landmark and national site of conscience celebrates the nonviolent protests of the 1960 Greensboro sit-ins that served as a catalyst in the civil rights movement. Our vision is to memorialize the courageous stand of the Greensboro Four as they launched, for posterity, the sit-in movement Feb. 1, 1960. We hope that the ICRCM, with its focus on the sit-in activities at the F.W. Woolworth lunch counter in Greensboro in 1960, will inspire the vigilance and fortify the spirit of all oppressed people to step forward in the ongoing struggle for human freedom.",0,NA,-79.79068480000001,36.0717418,2-3 hours ,International Civil Rights Center & Museum,+1 336-274-9199,1,4.5,589,64
239,"101 S Independence Mall E, Philadelphia, PA 19106-2517","The Museum offers tickets for Adults (ages 22-64) $12, Youths (ages 13-21) $11, Children (12-under) free, Active Military (with ID) free, Seniors (65+) $11.",1,NA,-75.1484524,39.9502055,NA,National Museum of American Jewish History,215-923-3811,10,4.5,777,423
240,"308 Congress St, Boston, MA 02210-1016","Highlights of this interactive museum include the ""Science Playground,"" featuring giant soap bubble-making tools and the ""New Balance Climb,"" which teaches kids the laws of physics while navigating through a two-story-high maze.",2,NA,-71.0495792,42.3518667,NA,Boston Children's Museum,617-426-6500,30,4.5,661,371
241,"321 Chestnut St, Chattanooga, TN 37402-4902","Creative Discovery Museum is a hands-on children's museum in the heart of downtown Chattanooga that inspires all children to explore, innovate, create, and play. Our exhibits are designed to both entertain and educate as children discover the world around them and all it has to offer including art, music, dinosaur digging, water exploration, and science. Rated the #7 children's museum in the U.S. by Trekaroo in 2015.",0,NA,-85.3122195,35.0526705,2-3 hours ,Creative Discovery Museum,+1 423-756-2738,4,4.5,686,145
242,"1808 21st Ave N, Unit A, Myrtle Beach, SC 29577-7472","Join your favorite stars for pictures that will make the best Broadway at the Beach postcards! Rub elbows with the stars, grab a mic and sing alongside the biggest names in music, meet superheroes and super-villains, and re-live the good ol' days with class Hollywood entertainers. Bring your adoring fans (friends & family) for fun photo opps! See for yourself why so many Carolina Coast vacationers feel this is one of the best things to do in Myrtle Beach. Just look for the Great Ape towering over Highway 17, and get ready for some BIG FUN!",1,NA,-78.8913041,33.7172601,1-2 hours ,Hollywood Wax Museum,+1 843-444-0091,1,4.0,745,13
243,"200 E Martin Luther King Jr Blvd at Congress Ave, University of Texas at Austin, Austin, TX 78701",This university art museum has a spectacular collection of 20th century American masters and the United State's largest collection of Latin American art.,1,NA,-97.73741129999999,30.2809836,NA,The Blanton Museum of Art,512 471 7324,22,4.5,290,296
244,"5 E Edenton St, Raleigh, NC 27601-1011","Explore more than 14,000 years of North Carolina history, from the state's earliest inhabitants through the 20th century. The major exhibition The Story of North Carolina features fascinating artifacts, multimedia presentations, and an interactive format for all ages. Other exhibits highlight the state's military history, sports heroes, decorative arts and more. Monthly programs include children's programs, craft demonstrations and family events. The Museum Shop, featuring North Carolina crafts, and the on-site restaurant Pharaoh's at the Museum are open daily. ",0,NA,-78.6385561,35.7817852,NA,North Carolina Museum of History,+1 919-807-7900,5,4.5,534,140
245,"26 Oxford St, Cambridge, MA 02138-2932","More than 10,000 specimens are on display, including the 2,000 models of Harvard's renowned collection of 'Glass Flowers,' amazingly realistic flame-worked glass models of flowering plants commissioned to teach botany to students in the early 20th century. Family favorites include the dinosaurs and prehistoric mammals as well as some 500 current day mammals, including elephant, rhino, tigers, giraffe and skeletons of three whales. Outstanding Earth Sciences gallery with rare minerals, meteorites and a timeline of Earth history. New exhibits on New England Forests, Sea Creatures in Glass, and Marine Life in the Putnam Family Gallery.",1,Yes ,-71.11526289999999,42.37892919999999,1-2 hours ,Harvard Museum of Natural History,16174953045,5,4.5,722,75
246,"1201 E Clay St, Richmond, VA 23219-1615","The White House and Museum of the Confederacy are located in downtown Richmond's historic Court End neighborhood, just a few blocks from Capitol Square. Guided tours of Jefferson Davis' executive mansion leave from the Museum lobby throughout the day and typically last around 45 minutes. Three floors of exhibits in the Museum chronicle the war years through the personal belongings of Confederate leaders like Robert E. Lee as well as those of common soldiers and citizens on the homefront.",0,NA,-77.4295446,37.540413,1-2 hours ,The White House and Museum of the Confederacy,+1 804-649-1861,8,4.5,879,160
247,"175 Bourne Ave, Pooler, GA 31322-9516","The National Museum of the Mighty Eighth Air Force preserves the stories of courage, character and patriotism displayed by the men and women of the Eighth Air Force from World War II to present.",0,Yes ,-81.2364241,32.1155018,1-2 hours ,National Museum of the Mighty Eighth Air Force,912-748-8888,1,5.0,626,14
248,"102 Chamber Dr, Anamosa, IA 52205-2113",NA,0,NA,-91.2659152,42.1051628,NA,National Motorcycle Museum,3194623925,1,5.0,100,3
249,"835 E 1st St N, Wichita, KS 67202-2791","Discover the treasures . . . around the world and through the ages. Where can you explore the crusty bones of long-lost creatures, marvel at Egyptian mummies, uncover the secrets of ancient civilizations, travel to the land of Conquistadors. and enter the battlefields of World Wars? The Museum of World Treasures, with more than 3,000 artifacts on three floors. Discover your inner explorer!",0,NA,-97.3279003,37.6870762,NA,Museum of World Treasures,316-263-1311,4,4.5,330,70
250,"210 W Market St, San Antonio, TX 78205-2988",NA,0,NA,-98.4890094,29.4229208,NA,Briscoe Western Art Museum,210-299-4499,16,4.5,355,255
251,"10 Art Museum Dr, Baltimore, MD 21218-3898","The Baltimore Museum of Art (BMA) is home to an internationally renowned collection of 19th-century, modern, and contemporary art. Founded in 1914 with a single painting, the BMA today has 90,000 works of art-including the largest holding of works by Henri Matisse in the world.* The museum is currently undergoing an unprecedented $28 million renovation to provide visitors with a more welcoming environment and more imaginative and inspiring encounters with art. The BMA is remaining open throughout the multi-year project so that visitors can enjoy its outstanding selection of European and American painting and sculpture from the 17th through 20th centuries and the newly reinstalled Contemporary Wing with 14 galleries showcasing the art of our time. Two beautifully landscaped gardens display an array of 20th-century sculpture that is an oasis in the city.",3,NA,-76.61944,39.325755,NA,Baltimore Museum of Art,+1 443-573-1700,5,4.5,527,213
252,"2648 W Grand Blvd, Detroit, MI 48208-1237","This old Detroit home belies the greatness that was born here: the Motown Sound. But one step inside Hitsville, USA, the original house where Berry Gordy lived and recorded the Motown hits, and you'll catch the beat and spirit of this booming music era. Photos, costumes, artwork, music and other memorabilia take you back to simpler times.",0,Yes ,-83.0883904,42.3640939,<1 hour ,Motown Museum,13138752264,3,4.5,"1,133",137
253,"1 Crystal Lake Rd, Groton, CT 06349-2300",The home of the world's first nuclear submarine has several other exhibits on the history of submarines.,0,NA,-72.0882579,41.3870746,NA,The Submarine Force Museum,800-343-0079,1,4.5,593,19
254,"1100 Rock and Roll Blvd, Cleveland, OH 44114-1023","The Rock and Roll Hall of Fame is alive with the energy, passion and the spirit of music we celebrate. The 150,000 square-foot museum features seven floors, four theaters for films and ever-changing exhibits - plus, you can even rent the Rock Hall for a private event. Tour at your leisure. You can spend as little as an hour, or up to an entire day exploring all the Rock Hall's exhibits. Right here in Cleveland, Ohio, you will find the only museum devoted to the story of rock and roll! Photos (w/o flash) and video encouraged! Special Hours Saturday June 18, 2016: 10am-5:30pm.",0,NA,-81.69550579999999,41.5085183,2-3 hours ,Rock and Roll Hall of Fame and Museum,+1 216-781-7625,4,4.5,"5,637",165
255,"2890 Davis Dr., Bldg#5208, Rapid City, SD 57706","Aircraft that have been flown throughout the eras are on display at South Dakota's premiere free aviation museum! The museum has two major static display venues: First, a outdoor air park filled with WWII, Korea, Vietnam, Cold War, and present day aircraft lets you get close to & touch history. This includes the currently flown B-1B Lancer. Secondly, four historical hangars showcase military history & technology,space tech & EROS, SD aviation, and EAFB local military history in a fresh and immersive walk-through. Mid-May through Mid-September bus tours of nearby Ellsworth AFB and the Minuteman II missile training silo are offered at a nominal fee. You will be able to go inside the silo and on base for a 50 minute guided tour of the only MMII silo open to the public. Make sure you bring your ID or Passport (Non-US) to enjoy the tour!",0,NA,-103.0783573,44.1354154,1-2 hours ,South Dakota Air and Space Museum,16053855189,7,4.5,527,64
256,"601 Eubank Blvd SE, Albuquerque, NM 87123-3378","The National Museum of Nuclear Science & History is the New Mexicos only congressionally chartered museum in its field and a Smithsonian affiliate. Visitors can explore how nuclear science continues to influence our world. The museum strives to present, through permanent and changing exhibits and displays, the diverse applications of nuclear energy in the past, present and future along with the stories of the fields pioneers. Originally known as the National Atomic Museum, it was established in 1969 as an intriguing place to learn the story of the Atomic Age, from early research of nuclear development through todays peaceful uses of nuclear technology.",0,NA,-106.5338207,35.0660677,NA,The National Museum of Nuclear Science & History,505 245 2137,6,4.5,663,210
257,"15 Broad St, Nantucket, MA 02554-3502",The history of Nantucket's whaling industry and artifacts are exhibited at this museum.,0,NA,-70.0988969,41.28555799999999,NA,Whaling Museum,+1 508-228-1894,1,4.5,934,81
258,"1451 S Olive Ave, West Palm Beach, FL 33401-7162","Founded in 1941 by Ralph Hubbard Norton and Elizabeth Norton, the Norton Museum of Art in West Palm Beach, Florida, is internationally known for its distinguished collection, featuring American, Chinese, Contemporary, and European art, and Photography.",0,NA,-80.0531981,26.7006685,NA,Norton Museum of Art,15618325196,2,4.5,482,91
259,"1601 N Clark St, Chicago, IL 60614-6038 (Formerly the Chicago Historical Society)","From Chicago's sports to politics, the Union Stockyards to the Great Chicago Fire - there's so much to explore at the Chicago History Museum. Dive right in with the Museum's exhibitions and programs or get out and explore the city through guided tours and events. Founded in 1856, the Chicago History Museum shares Chicago's stories, serving as a hub of scholarship and learning, inspiration and civic engagement. If you live in Chicago or visit here and are curious about the city's past, present and future, the museum should be your first stop.",0,NA,-87.6315025,41.9119691,2-3 hours ,Chicago History Museum,13126424600,37,4.5,685,614
260,"2500 Horseshoe Dr S, Naples, FL 34104-6119","The Revs Institute for Automotive Research,...",0,NA,-81.7764,26.162382,2-3 hours ,"Revs Institute for Automotive Research, Inc.",+1 239-687-7387,4,5.0,234,119
261,"McCormick Hall, Princeton, NJ 08544-0001","The Princeton University Art Museum is one of the nation's finest art museums, housing collections of over 72 ,000 works of art spanning 5,000 years of world history and all the world's major cultures. The Museum also presents special exhibitions and educational programs throughout the year. Admission is free.",0,NA,-74.65789939999999,40.3471327,No ,Princeton University Art Museum,609-258-3788,2,5.0,433,48
262,"100 S Houston St, Dallas, TX 75202-3502","Dedicated to the cultural, economic, political and social history of Dallas County, this museum is housed in the beautifully Old Red Courthouse.",0,Yes ,-96.80731329999999,32.7786371,2-3 hours ,Old Red Museum,214 571 1300,21,4.0,275,224
263,"1 Collins Diboll Cir, New Orleans, LA 70124-4605",This museum specializes in pre-Columbian art but also houses paintings from European painters like Picasso and Degas. ,4,NA,-90.0932186,29.986748,NA,New Orleans Museum of Art,(504) 658-4100,32,4.5,614,319
264,"300 S Tulane Ave, Oak Ridge, TN 37830-6726",NA,0,NA,-84.2577256,36.0103903,NA,American Museum of Science & Energy,865 576 3200,1,4.5,295,17
265,"2001 Pan American Plz, Balboa Park, San Diego, CA 92101-1636","Museum's emphasis is on the history of flight, from the days of hot-air balloons to the Spirit of St. Louis to today's space shuttles.",0,NA,-117.1537806,32.7268185,NA,San Diego Air & Space Museum,619-234-8291,37,4.0,490,408
266,"201 S Market St, San Jose, CA 95113-2008","The Tech Museum of Innovation is a Silicon Valley landmark for visitors seeking a glimpse of the most innovative place on Earth. The 132,000 square foot museum is one of the nation's premier science and technology museums. The Tech is dedicated to inspire the innovator in everyone. Through fun, hands-on experiences and one of-a-kind floor programs, many supported by Stanford and NASA, the museum unleashes the creative sparks hidden within. Enjoy the largest IMAX dome screen in the West with its eight story-high screen and digital surround-sound system. New! Build, program, and decorate a ""social robot"" or explore The Tech Studio, a unique space that boasts the latest in cutting-edge digital fabrication with 3D printers, CNC machines, and laser cutters. With so many experiences at your fingertips, the possibilities are limited only by your imagination! Don't miss the last chance to see Star Wars (R): Where Science Meets Imagination, the exhibition. Open now through February 23, 2014. This is the first and last chance to see this 10,000 sq foot exhibition that includes 80 authentic costumes from all 6 films, plus interactive hands-on labs.",0,NA,-121.8902135,37.3314363,NA,The Tech Museum of Innovation,+1 408-294-8324,4,4.0,605,125
267,"980 Macarthur Cswy, Miami, FL 33132-1604","Miami Childrens Museum (MCM) is dedicated to enriching the lives of all children by fostering a love of learning and enabling children to realize their highest potential. We encourage visitors of all ages to play, learn, imagine and create. We are a non-profit educational institution that meets the needs of all children in our multicultural community. We offer interactive exhibits, programs, and learning materials related to arts, culture, community and communication. MCMs Vision: It is our vision to be recognized as a premier institution serving children and their families while inspiring children to learn about themselves and the culturally diverse community we live in through the arts, literacy, and early childhood education.",3,Yes ,-80.1764128,25.7847091,2-3 hours ,Miami Children's Museum,305 373 5437,20,4.0,657,318
268,"1400 N Gilcrease Museum Rd, Tulsa, OK 74127-2100","The world's largest collection of art from the American West is housed at this museum, which is also well stocked with Native American artifacts and artwork. Thematic gardens reflect the gardening styles of different time periods.",0,NA,-96.0213474,36.1745104,NA,Gilcrease Museum,918-596-2700,2,4.5,566,110
269,"300 S 5th St, Waco, TX 76701-2115","A museum dedicated to the nation's oldest major soft drink - Dr Pepper! We offer three floors of exhibits featuring information about many different soft drinks, as well as a carefully curated selection of our massive soft drink memorabilia collection. Exhibits change regularly! You can visit our soda fountain and gift shop any time without paying admission. Photo ops outside the Museum include a Dr Pepper Green 1940s delivery truck, one of three original neon signs from the Mockingbird Plant in Dallas, and a hand-painted advertising sign original to the site. Of course the front of the Museum building itself is visitors' favorite photo location. We are a two block walk from Magnolia Market and the famous silos, and about half a mile from the newest restaurants including Torchy's Tacos and In-N-Out Burger.",0,NA,-97.12889679999999,31.5547645,1-2 hours ,Dr Pepper Museum,+1 254-757-1025,9,4.0,631,55
270,"100 Museum Dr, Eglin Air Force Base, Fort Walton Beach, FL 32542-1497","The focus is on Air Force armament through a variety of historical displays, from a B-17 World War II bomber to an F-4 Phantom II jet.",0,NA,-86.560936,30.4662455,NA,Air Force Armament Museum,850-651-1808,1,4.5,832,43
271,"6000 Shelburne Rd, Shelburne, VT 05482-6009","Museum in Vermont that displays approximately 80,000 items of folk art and similar works.",0,NA,-73.2316975,44.3708733,NA,Shelburne Museum,802-985-3346,1,4.5,770,19
272,"700 Exposition Park Drive, Los Angeles, CA 90037-1254",Space Shuttle Endeavour on display in the California Science Center's Samuel Oschin Pavilion. Please reserve your passes online or by phone.,3,No ,-118.2862095,34.0157877,2-3 hours ,California Science Center,+1 323-724-3623,5,4.5,"2,591",502
273,"100 Museum Dr, Newport News, VA 23606-3757","The Mariners' Museum, America's National Maritime Museum, includes the USS Monitor Center, home to the Civil War Ironclad's iconic gun turret. The Museum has over 35,000 maritime artifacts, including ship models, paintings and small craft. Located on a 550-acre park, they also feature a 5-mile hiking trail and paddleboat rentals.",0,NA,-76.4880841,37.0551904,NA,The Mariners' Museum & Park,+1 757-596-2222,1,5.0,543,32
274,"Constitution Ave NW, Washington DC, DC 20565","Open area of gardens, fountains, trees and monuments stretching nearly two miles between the Capitol and the Lincoln Memorial.",10,No ,-77.01927239999999,38.8920787,2-3 hours ,National Mall,202-426-6841,18,4.5,"4,431",398
275,"2301 Hardies Ln, Santa Rosa, CA 95403-2668","""Peanuts"" devotees won't be disappointed in the museum that memorializes the work of cartoonist Charles M. Schulz, who made Santa Rosa his adopted hometown. ",0,NA,-122.7359502,38.4603572,NA,Charles M. Schulz Museum,+1 707-579-4452,2,4.5,729,82
276,"105 N Main St, Bentonville, AR 72712-5341","When Sam Walton opened his 5&10 on the Bentonville town square in 1950, he had no idea he'd planted the seeds for what would become the global leader in retail, saving millions of people money so they could live better. Today, that humble little dime store is the location of The Walmart Museum. A family-friendly experience in 3 parts, the Museum features a world-class exhibit gallery, Walton's 5&10, and The Spark Cafe.",0,NA,-94.209403,36.37275750000001,NA,The Walmart Museum,+1 479-273-1329,3,4.5,"1,064",23
277,"70 Honey Horn Drive, North End, Hilton Head, SC 29926","If the beach gets boring, families head to this interactive museum to learn about the history and wildlife of sea islands.",0,NA,-80.7440225,32.2114807,NA,Coastal Discovery Museum,843-689-6767,5,4.5,718,109
