,Address,Description,FeatureCount,Fee,Langtitude,Latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,Country,State,RankPercentage,Ancient Ruins,Architectural Buildings,Arenas & Stadiums,Art Galleries,Art Museums,Auto Race Tracks,Ballets,Battlefields,Biking Trails,Bodies of Water,Bridges,Castles,Cemeteries,Children's Museums,City Tours,Classes & Workshops,Coffeehouses,Concerts & Shows,Cultural Tours,Educational sites,Factory Tours,Flea & Street Markets,Food & Drink,Fun & Games,Gardens,Geologic Formations,Gift & Specialty Shops,Government Buildings,Historic Sites,Historic Walking Areas,Historical & Heritage Tours,History Museums,Islands,Lessons & Workshops,Libraries,Lighthouses,"Literary, Art & Music Tours",Lookouts,Military Bases & Facilities,Military Museums,Mines,Monuments & Statues,Movie Theaters,Museums,National Parks,Natural History Museums,Nature & Parks,Nature & Wildlife Areas,Neighborhoods,Night Tours,Nightlife,Observation Decks & Towers,Observatories & Planetariums,Other Fun & Games,Other Outdoor Activities,Outdoor Activities,Piers & Boardwalks,Playgrounds,Points of Interest & Landmarks,Private Tours,Sacred & Religious Sites,Scenic Railroads,Scenic Walking Areas,Science Museums,Self-Guided Tours & Rentals,Ships,Shopping,Sights & Landmarks,Specialty Museums,Sports Complexes,State Parks,Theaters,Tours,Tramways,Transportation,Traveler Resources,Valleys,Visitor Centers,Volcanos,Walking Tours,Wineries & Vineyards,Zipline & Aerial Adventure Parks,Zoos & Aquariums,on display,gift shop,rainy day,couple of hours,all ages,special exhibits,few hours,two hours,exhibits,well worth a visit,permanent collection,worth a visit,free admission,audio guide,beautiful building,great collection,information,interesting exhibits,entrance fee,great for kids,interactive exhibits,hands on activities,great exhibits,great place to visit,interactive displays,guided tour,well worth the visit,whole family,kids and adults,traveling exhibits,his life,local history,amazing collection,free entry,worth the trip,great history,civil war,take your time,nice collection,interesting place,great museum,for sale,art lovers,artifacts,van gogh,audio tour,history,galleries,works of art,natural history,self guided tour,private collection,own pace,sculpture garden,moving experience,three hours,lots of history,modern art,history buff,admission,small museum,step back in time,worth a stop,short film,stuffed animals,walk around,entry fee,great displays,world war,scavenger hunt,across the street,museums,top floor,a lot of fun,history lesson,large collection,eye opening,american history,interesting artifacts,early days,rotating exhibits,extensive collection,three floors,we spent hours,displays,changing exhibits,second floor,collection,old masters,great place to learn,learn something,special exhibitions,suggested donation,old west,chronological order,enjoyed our visit,take pictures,third floor,the lower level,life size,Families_Count,Couples_Count,Solo_Count,Business_Count,Friends_Count,PreciseRating,quote_pol_var,quote_pol_mean,quote_pol_max,quote_pol_min,quote_sub_var,quote_sub_mean,quote_sub_max,quote_sub_min,review_pol_var,review_pol_mean,review_pol_max,review_pol_min,review_sub_var,review_sub_mean,review_sub_max,review_sub_min,descri_pol,descri_sub
782,"Haaku Rd, Pueblo of Acoma, NM 87034","The Sky City Cultural Center and Haaku Museum, rich in cultural architecture, serves as the reception center and museum for visitors to the Pueblo of Acoma, as well as a research and community use facility for tribal members. The primary 40,000 square foot Cultural Center is a two story structure with a basement and central courtyard/plaza area. The Cultural Center was designed to represent and recreate the ancestral architectural styles of the Acoma people  which include natural stacked stone and natural mud plastered adobe  while showcasing Acoma Pueblo architecture both past and present. This world class facility is dedicated to the preservation of Acoma history, traditional pottery and other art forms, the repatriation of objects of cultural patrimony and the development of both educational and interpretive programs.",0.0,,-107.5741855,34.7100168,2-3 hours ,Sky City Cultural Center & Haak'u Museum,+1 800-747-0181,1.0,4.5,715.0,1.0,USA,VA,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,108.0,263.0,47.0,5.0,159.0,4.69186046512,0.129664971015,0.209533108866,1.0,-0.1,0.11777910933,0.341682379349,1.0,0.0,0.0299715402069,0.246004197822,0.485714285714,-0.0142857142857,0.0118387989863,0.488250032795,0.670909090909,0.341666666667,0.05,0.253947368421
783,"220 S Cottage Hill Ave, Elmhurst, IL 60126-3351",Our Museum is dedicated to the art of cutting and polishing stone. We house a world class collection of jade and hard-stone cravings along with an interactive Rock and Mineral exhibit that is great for all ages!,0.0,,-87.9430925,41.8951594,,Lizzadro Museum of Lapidary Art,16308331616,1.0,4.5,78.0,15.0,USA,MO,6.66666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,25.0,14.0,2.0,0.0,13.0,4.64935064935,0.167534027778,0.534166666667,1.0,-0.166666666667,0.111555555556,0.7,1.0,0.0,0.0186359747105,0.347848124098,0.607083333333,0.147222222222,0.0109768707028,0.522332251082,0.65,0.255555555556,0.2,0.825
784,"1830 S Boulder Hwy, Henderson, NV 89002-8502","The museum is a 30-acre site that features a modern exhibit hall with a timeline exhibit about southern Nevada from pre-historic to modern times and a collection of restored historic buildings that depict daily life from different decades in Las Vegas, Boulder City, Henderson, and Goldfield.",1.0,Yes ,-114.9455793,36.0102091,1-2 hours ,Clark County Heritage Museum,702-455-7955,1.0,4.5,479.0,64.0,USA,IL,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97.0,181.0,33.0,5.0,64.0,4.58760683761,0.129930966469,0.194871794872,1.0,-0.25,0.101048652202,0.276923076923,1.0,0.0,0.0922090284594,0.332378246753,0.65,-0.35,0.0090323550908,0.559906204906,0.7,0.405555555556,0.0666666666667,0.2
785,"1 Park Dr, Rockland, ME 04841-3437",,0.0,,-69.107832,44.102125,,Maine Lighthouse Museum,12075943301,3.0,4.5,149.0,35.0,USA,GA,8.57142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,77.0,7.0,1.0,21.0,4.49324324324,0.130801265496,0.155113636364,0.8,-0.5,0.10673553719,0.259090909091,0.9,0.0,0.0364459265309,0.368202869761,0.75,-0.0222222222222,0.0466182850899,0.580188589669,1.0,0.1,,
786,"1400 W Museum Blvd, Wichita, KS 67203-3296","The largest art museum in Kansas offers a sizeable collection of pieces by American painters, potters, sculptors, and textile weavers. Mary Cassatt, Arthur G. Dove, Thomas Eakins, Robert Henri and Winslow Homer are just a handful of the talented artists in our permanent collection. For information about our current exhibitions please visit our website.",0.0,,-97.3561205,37.6949863,,Wichita Art Museum,316-268-4921,8.0,4.5,97.0,70.0,USA,AR,11.4285714286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,16.0,11.0,4.0,16.0,4.37894736842,0.167319661259,0.480808080808,1.0,0.0,0.203002244669,0.577777777778,1.0,0.0,0.0304562822948,0.4654702053,0.655,0.15625,0.0155942202893,0.657833492265,0.875,0.490513653014,0.2,0.325
787,"8419 State Route 54, Hammondsport, NY 14840-9795","The Glenn H. Curtiss Museum, bearing the name of Hammondsport's favorite son, is located on Route 54, one half mile south of the village of Hammondsport, New York. Dedicated to the memory of pioneer aviator, Glenn Curtiss, the museum contains a priceless collection relating to early aviation and local history. The museum also features a 75-seat theater, large open area for special events and a gift shop. In addition to motorcycles and aircraft, visitors will also see antique tools, toys, boats, home-furnishings, fire equipment and much more. Visitors are also welcome to visit the Museum Restoration Shop, talk with volunteer craftsman and watch them work on historic aircraft.",0.0,,-77.233369,42.398806,,Glenn H. Curtiss Museum,+1 607-569-2160,1.0,5.0,353.0,25.0,USA,MD,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,169.0,15.0,4.0,43.0,4.78125,0.111336451247,0.304761904762,0.916666666667,0.0,0.130905498866,0.349761904762,0.966666666667,0.0,0.0272198554444,0.245757228882,0.539285714286,-0.142329545455,0.0113107440227,0.50967483905,0.72,0.352777777778,0.28676046176,0.485101010101
788,"1 Opportunity Ave, Point Lookout, Branson, MO 65726-9300","College of the Ozarks, known as ""Hard Work U,"" is more than a college. It's a destination with tons of family-friendly activities, including two museums, an old-fashioned grist mill, fruitcake and jelly kitchen, stained glass studio, and exquisite 4-star dining at Dobyns Dining Room in The Keeter Center. It's a great way to spend a day while you are in the Branson area. The only thing that requires admission is the Ralph Foster Museum ($6 Adults, $5 Seniors, and Free to all 18 and under). Dobyns Dining Room offers a farm to table experience without breaking the bank. Come learn why this unique college is nationally known.",0.0,,-93.235701,36.6144666,,College of the Ozarks,+1 417-334-6411,1.0,5.0,1603.0,5.0,USA,OK,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.0,602.0,31.0,27.0,291.0,4.82698313554,0.125236686391,0.376923076923,1.0,0.0,0.144659763314,0.448076923077,1.0,0.0,0.0604297192898,0.431567234848,0.78,-0.120833333333,0.0219516528926,0.531717171717,0.69,0.2,0.309259259259,0.632407407407
789,"221 High St, Portsmouth, VA 23704-3704",,0.0,,-76.29884,36.834914,,Children's Museum of Virginia,(757) 393-5258,1.0,4.5,206.0,18.0,USA,VA,5.55555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.0,5.0,2.0,4.0,5.0,4.64215686275,0.1636,0.3175,1.0,-0.25,0.09390625,0.329166666667,1.0,0.0,0.0305065703584,0.301668425697,0.6,-0.141666666667,0.0109653592089,0.512148939215,0.625,0.286111111111,,
790,"200 S 6th Ave, Tucson, AZ 85701-2109","The Children's Museum Tucson provides a fun, play-based, hands-on learning experience for children and their families. Exhibits include Techtopia, Bodyology, Investigation Station, Build It!, Electri-City and Pet Vet, plus a huge art studio and a special are just for kids 4 and younger. The Museum is open 9 am-5 pm Tuesday-Friday and 10 am-5 pm Saturdays and Sundays. The Museum is open 7 days a week from Memorial Day to Labor Day.",0.0,,-110.9692234,32.21919,,Children's Museum Tucson,15207929985,19.0,4.5,169.0,265.0,USA,CA,7.16981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,6.0,3.0,3.0,3.0,4.26666666667,0.142485416667,0.527916666667,1.0,0.0,0.0986284722222,0.6375,1.0,0.0,0.0303725177916,0.409356060606,0.620833333333,0.10375,0.0217568781247,0.531565656566,0.745833333333,0.225,0.18869047619,0.445238095238
791,"9201 Balloon Museum Dr NE, Albuquerque, NM 87113-2425",,0.0,,-106.5980385,35.1897989,,Anderson-Abruzzo International Balloon Museum,505-880-0500,12.0,4.5,407.0,210.0,USA,NY,5.71428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,137.0,25.0,14.0,71.0,4.4575,0.0660666666667,0.356666666667,0.7,0.0,0.114,0.45,1.0,0.0,0.0161772759451,0.355461022563,0.60404040404,0.210416666667,0.0119356908151,0.601598370064,0.82,0.45,,
792,"Hwy 259 at Ross Street, Kilgore College Campus, Kilgore, TX 75662",,0.0,,-94.8757709,32.3862619,,East Texas Oil Museum,903-983-8295 ,1.0,4.5,137.0,4.0,USA,FL,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,26.0,7.0,2.0,18.0,4.64705882353,0.0931055091038,0.362073863636,1.0,0.0,0.134803719008,0.459090909091,1.0,0.0,0.0371363310751,0.350292207792,0.65,-0.0714285714286,0.0102115838086,0.587380952381,0.785714285714,0.404166666667,,
793,"2501 Wall Ave, Ogden, UT 84401-1359","For 50 years this stately and historic depot served as a major hub for transcontinental rail service. Today, it remains a monument to grand rail stations of the early 20th-century and includes four museums: the Utah State Railroad Museum, the Natural History Museum, the Browning Kimball Car Museum and the Browning Firearms Museum. ",0.0,,-111.9797338,41.2207852,,Union Station,801-393-9886,2.0,4.5,182.0,41.0,USA,NY,4.87804878049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,41.0,9.0,4.0,25.0,4.52298850575,0.1055,0.166666666667,0.8,-0.25,0.101625,0.241666666667,0.9,0.0,0.0148584968423,0.297927489177,0.533333333333,0.114583333333,0.0150118980417,0.482134199134,0.674,0.275,0.1525,0.44
794,"400 13th St N, Great Falls, MT 59401-1498","Museum complex where you can tour C.M. Russell's original studio, the home where he lived and view many of his paintings and sketches on display.",0.0,,-111.285957,47.51053,,C.M. Russell Museum,406/727-8787,2.0,5.0,281.0,33.0,USA,MO,6.06060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44.0,113.0,31.0,9.0,32.0,4.80286738351,0.16517303719,0.478409090909,1.0,-0.25,0.125919421488,0.606818181818,1.0,0.0,0.0328710613017,0.334065076788,0.703125,0.0410714285714,0.0121064974059,0.529351164708,0.735,0.346428571429,0.191666666667,0.55
795,"26301 Hwy 70 West, Ruidoso Downs, NM 88346","Museum containing collections of Anne C. Stradling and the Museum of the Horse, which was originally located in Patagonia, Arizona. The Museum is open year round, from 9:00am until 5:00pm every day except Thanksgiving, Christmas and the Annual Fundraiser in July. ",0.0,,-105.5961457,33.3323326,,Hubbard Museum of the American West,505.378.4142,1.0,4.0,73.0,6.0,USA,WI,16.6666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,25.0,1.0,0.0,8.0,4.24657534247,0.1754390625,0.49625,1.0,-0.05,0.1471,0.52,1.0,0.0,0.0179599583975,0.319499909812,0.56119047619,0.0788352272727,0.0176475468523,0.47839781746,0.684821428571,0.275,0.0583333333333,0.55
796,"18 N 4th Ave, Sturgeon Bay, WI 54235-2423",,0.0,,-87.3750678,44.8351968,,Door County Historical Museum,(920) 743-5809,6.0,4.5,107.0,41.0,USA,CA,14.6341463415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.0,47.0,3.0,0.0,12.0,4.68224299065,0.091281640625,0.210625,0.8,-0.25,0.0890583333333,0.388333333333,0.75,0.0,0.019595641526,0.224228625932,0.496,0.044708994709,0.0187323822973,0.406615591599,0.565986394558,0.166666666667,,
797,"255 Mill St, Lake Geneva, WI 53147-1927",,0.0,,-88.4314055,42.5924133,,Geneva Lake Museum of History,262 248 6060,7.0,4.5,98.0,37.0,USA,LA,18.9189189189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,35.0,5.0,0.0,11.0,4.63917525773,0.117270753687,0.424134199134,0.8,-0.1875,0.0210851792508,0.556601731602,0.75,0.333333333333,0.0200641614214,0.318625753981,0.522788461538,0.0,0.0374977350791,0.492692080647,0.7375,0.0,,
798,"220 N Church St, Greensboro, NC 27401-2918",,0.0,,-79.7860742,36.0752261,,Greensboro Children's Museum,336-574-2898 ,5.0,4.5,178.0,64.0,USA,KY,7.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,12.0,1.0,2.0,4.0,4.63218390805,0.09176796875,0.241875,1.0,-0.1,0.124736745542,0.388981481481,1.0,0.0,0.00285301885683,0.321033249158,0.410714285714,0.235714285714,0.00663572856361,0.455650553151,0.61,0.27380952381,,
799,"1300 9th Ave, Altoona, PA 16602-2413",A museum celebrating the history of the railroad in industrial America.,0.0,,-78.400299,40.5137,,Altoona Railroaders Memorial Museum,814-946-0834,2.0,4.5,197.0,19.0,USA,AZ,10.5263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51.0,44.0,12.0,5.0,38.0,4.48205128205,0.074284607438,0.314772727273,0.65,0.0,0.120940082645,0.459090909091,1.0,0.0,0.030644245837,0.370057239057,0.9,0.228571428571,0.0157258141346,0.608587862755,0.875,0.450617283951,0.0,0.0
