,business_id,categories,latitude,longitude,review_count,stars,state,integer_business_id
1034,B-DLw09xS5mgAC0lvlGUxw,"[u'Food', u'Sandwiches', u'Bagels', u'Breakfast & Brunch', u'Restaurants']",40.441282,-79.956956,25,3.5,PA,11136
1035,53yinSr14DrieQj0BT0d3g,"[u'Health & Medical', u'Dentists', u'General Dentistry', u'Cosmetic Dentists']",40.4453651168,-79.9552633228,4,5.0,PA,11137
1036,64pFykiDuDA8aw--T2xO2Q,"[u'Health & Medical', u'Periodontists', u'Dentists', u'General Dentistry', u'Cosmetic Dentists']",40.438432,-79.961797,5,4.0,PA,11138
1037,8PEiblwSXR-u3qnPNPEdIA,"[u'Local Services', u'Self Storage']",40.4581679,-79.9561895,10,4.0,PA,11139
1038,drhpbx_wR08pvCUmyqPhkA,"[u'Pizza', u'Restaurants']",40.4537413,-79.9469394,10,2.5,PA,11140
1039,_sKjDjYulL0Wf_AAqz8QaQ,"[u'Local Services', u'Sewing & Alterations']",40.4394979,-79.9573863,14,4.0,PA,11141
1040,0H8Xo8XtA6GkSI2hAF0LKw,"[u'Restaurants', u'Italian']",40.454755,-79.954216,56,3.5,PA,11142
1041,cll90LXLWNpljIDQB8BeKA,"[u'Korean', u'Japanese', u'Restaurants']",40.440304,-79.956279,13,3.0,PA,11143
1042,ojlQtj_2W24-IZGqkBVsmg,"[u'Fast Food', u'Chicken Wings', u'Restaurants']",40.4547,-79.9465,9,2.5,PA,11144
1043,Kvtc2vxOmVbBT1Uti1k31Q,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",40.439424,-79.959407,9,3.5,PA,11145
1044,rpQ6_dtNe3__VO4J3rDPOg,"[u'Oral Surgeons', u'Health & Medical', u'Dentists']",40.460009,-79.931774,4,2.0,PA,11146
1045,5Hd4vp5bKPq-W8zPwabYhw,"[u'Dive Bars', u'Bars', u'Nightlife']",40.4520561,-79.952299,5,4.0,PA,11147
1046,6sJSxhTfN5YLFXKicXRljw,"[u'Delis', u'Sandwiches', u'Restaurants']",40.4368845,-79.9550163,18,3.0,PA,11148
1047,w3Ad4ue8SMtbVi7hnIS2MQ,"[u'Chinese', u'Restaurants']",40.4541975,-79.947105,53,3.0,PA,11149
1048,9Cx8HT4LLis_2OvcFZpEmw,"[u'Grocery', u'Food', u'Ethnic Food', u'Specialty Food', u'Sandwiches', u'Restaurants']",40.4365708987,-79.9553876064,20,5.0,PA,11150
1049,DOpzRvtCjJCZuCUmrrA3nA,"[u'Mediterranean', u'Restaurants']",40.4540688,-79.9498488,7,3.5,PA,11151
1050,nyS42UJ54_YUKxBB83dfDQ,"[u'Italian', u'Pizza', u'Chicken Wings', u'Restaurants']",40.4538704,-79.9495591,5,2.5,PA,11152
1051,PxN0tiGWY-ApyP9N0TgRmA,"[u'Middle Eastern', u'Sandwiches', u'Restaurants']",40.441067,-79.9591202,15,3.5,PA,11153
1052,vtODRhBYQfr614DwMesBKg,"[u'Pizza', u'Restaurants']",40.4366438,-79.9538402,17,4.0,PA,11154
1053,Q2iZ7kT5SpiRir7iommz1g,"[u'Indian', u'Restaurants']",40.4416275024,-79.9585952759,66,3.0,PA,11155
1054,RVAtmwbwbjLYEDDtvf1PYg,"[u'Pizza', u'Restaurants']",40.4368369,-79.9547169,27,3.0,PA,11156
1055,RFdY6xjXh8gaQu2MxRgYkQ,"[u'Active Life', u'Skating Rinks', u'Parks']",40.4375406448,-79.9488830566,11,5.0,PA,11157
1056,PQdMkFgdSyF-2jK8WhQu-g,"[u'Buffets', u'Chinese', u'Restaurants']",40.4408628,-79.9581821,33,3.0,PA,11158
1057,n_vYHn44QfjFkTW7gS5LaQ,"[u'Fast Food', u'Restaurants']",40.4391479,-79.960734,3,4.0,PA,11159
1058,VqM_c390_3JcgHeU_5Pv-g,"[u'Health & Medical', u'Dentists', u'General Dentistry', u'Cosmetic Dentists']",40.4512158,-79.9341581,3,5.0,PA,11160
1059,o6EK8ULSL5j7mXg5XnmVtg,"[u'American (Traditional)', u'Buffets', u'Chicken Wings', u'Restaurants']",40.439681,-79.957556,5,3.0,PA,11161
1060,LCybuUjDVdYQAdfeM6dISw,"[u'Burgers', u'Fast Food', u'Restaurants']",40.441139,-79.957151,8,2.5,PA,11162
1061,uP-JtlKgZVqqao4Tzt37Mw,"[u'Auto Repair', u'Automotive', u'Car Dealers']",40.454268,-79.952313,4,5.0,PA,11163
1062,VW1nPsgw23mfYWYb-RmTxw,"[u'Shopping', u'Drugstores']",40.439234,-79.959667,7,2.0,PA,11164
1063,CKoH7hdT4HNykFg0scBImw,[u'Nightlife'],40.4409738,-79.9581686,4,4.0,PA,11165
1064,Xu5azmrPOMCgNC-fdNA9eA,"[u'Italian', u'Pizza', u'Restaurants']",40.4401579,-79.95612,17,3.5,PA,11166
1065,7hugevd0swogs5Shrh0o2g,"[u'Hair Salons', u'Beauty & Spas']",40.4457292,-79.9483634,39,4.5,PA,11167
1066,vuXWx7PoWLw4FKBR_pzEOQ,"[u'Pizza', u'Diners', u'Salad', u'Restaurants']",40.4495607,-79.950504,23,4.0,PA,11168
1067,aUb1ulqB4B1y6kQuqRV3cg,"[u'Szechuan', u'Chinese', u'Restaurants']",40.4417932,-79.9571431,58,3.0,PA,11169
1068,SXjgz74xdOCmTWKR6gSJfA,"[u'Home Services', u'Real Estate', u'Apartments']",40.452917,-79.9537299,4,4.5,PA,11170
1069,_qlkUN9V2zpDpxNHsg8PZg,"[u'Beauty & Spas', u'Nail Salons']",40.4407589,-79.958856,21,3.5,PA,11171
1070,lB4l0M9jSXWIz_VYjbzlJg,"[u'Pizza', u'Restaurants']",40.439118,-79.961792,9,4.5,PA,11172
1071,jczJ4bsO8_VwbFjXkN396Q,"[u'Mexican', u'Restaurants']",40.4414677,-79.9574362,27,3.0,PA,11173
1072,xdfs6XsmCoAwHD7vEOT5Ww,"[u'Food', u'Bagels', u'Restaurants', u'Coffee & Tea', u'Sandwiches']",40.4546881,-79.9461298,22,3.5,PA,11174
1073,R8AgqxryV5iLk45lvIPozQ,"[u'Mexican', u'Restaurants']",40.4412329,-79.957026,28,3.0,PA,11175
1074,p4R_85lf1om4ndYJLVgc_g,"[u'Doctors', u'Hospitals', u'Health & Medical', u'Medical Centers']",40.4425606,-79.9609827,9,3.0,PA,11176
1075,ZcMnJzN5P4Mod7MDudivyg,[u'Restaurants'],40.474812,-80.099666,5,4.0,PA,11177
1076,hA-HdJvCBDobmFW0ePcIIw,"[u'Doctors', u'Health & Medical', u'Cardiologists']",40.489279,-79.895965,7,2.5,PA,11178
1077,OuIs4bzve9-5ihl0NVNqmg,"[u'Dive Bars', u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",40.408465,-79.907484,4,3.5,PA,11179
1078,XO_WxRfD9OAQ6l1FRuoUNg,"[u'Bakeries', u'Food']",40.4966989,-79.9346286,6,4.0,PA,11180
1079,FZBF8EptLV5WT60g-JIw_Q,"[u'Diners', u'Restaurants']",40.489099,-79.9007219,23,3.0,PA,11181
1080,7TRfGMRjNEduIu7NT-B8Tg,"[u'Italian', u'Cafes', u'Restaurants']",40.4947213,-79.9317787,25,4.5,PA,11182
1081,HSDDl0hid1FSMMKABhSUgQ,"[u'Shopping', u'Jewelry']",40.495269,-79.915907,3,5.0,PA,11183
1082,SH_SFnXxaCgn1_LMT2tzJg,"[u'Auto Repair', u'Automotive', u'Towing']",40.4943000835,-79.9291736347,5,1.0,PA,11184
1083,GcWHoYkt13tFLael_AXKCg,"[u'Auto Repair', u'Automotive', u'Commercial Truck Repair', u'Transmission Repair']",40.4950042,-79.9184244,3,5.0,PA,11185
1084,SjEhHpuydMnZg2bQBu2ZYg,"[u'Financial Services', u'Tax Services']",40.4895257,-79.9031023,5,2.0,PA,11186
1085,M2kD5OjicB3A64FgZJPxFg,"[u'Oil Change Stations', u'Automotive']",40.4901538,-79.9051479,5,2.5,PA,11187
1086,s413DgLtzhUSfs0t5USPFg,"[u'Bars', u'Restaurants', u'American (Traditional)', u'Sports Bars', u'Nightlife']",40.4980838,-79.8516542,20,2.0,PA,11188
1087,s8_GT11c1h7pyIdpyje6Kw,"[u'Mattresses', u'Shopping', u'Home & Garden', u'Furniture Stores']",40.4926841,-79.9090958,17,3.0,PA,11189
1088,kmZJb21O1VL_N6EKU7ccAA,"[u'Auto Repair', u'Automotive', u'Tires', u'Gas & Service Stations']",40.491043,-79.9077779,5,4.0,PA,11190
1089,HE_rlRkdfWU4lIqHyEj2WA,"[u'American (New)', u'Restaurants']",40.49046,-79.904612,9,4.0,PA,11191
1090,U9IR__uROAeRVbzQJ1ZHbw,"[u'Food', u'Grocery']",40.4884386,-79.8986966,6,4.0,PA,11192
1091,lkEGzvHiURrlzB9ZsJNi5w,"[u'Restaurants', u'Italian']",40.4935637,-79.914513,20,4.5,PA,11193
1092,wAbq4yAUQphwpMkyr3vqtQ,"[u'Local Services', u'Dry Cleaning & Laundry', u'Sewing & Alterations']",40.4373791,-79.9231677,23,2.0,PA,11194
1093,Q8mVmr8sazDCp-c0gRB0NA,"[u'Local Services', u'Dry Cleaning & Laundry', u'Sewing & Alterations']",40.4327086,-79.9248669,12,2.0,PA,11195
1094,gQ-BN9WPkvsReJ-r-s_eOw,"[u'Food', u'Specialty Food', u'Meat Shops']",40.4354631,-79.9231243,12,3.0,PA,11196
1095,RuJ417oBjz5D1-vt00AOkg,"[u'Local Services', u'Funeral Services & Cemeteries']",40.4418409,-79.907282,5,5.0,PA,11197
1096,YXxvq068XKqjuBmigdTc3w,"[u'Local Services', u'Dry Cleaning & Laundry', u'Sewing & Alterations']",40.4417098,-79.9206695,4,2.5,PA,11198
1097,7vXcsbM_q5_QeGbqKaK6bg,"[u'Shopping', u'Eyewear & Opticians']",40.4229632,-79.9285232,11,4.5,PA,11199
1098,1z9P8mDays0A7AfRe16ojw,"[u'Shopping', u'Home Decor', u'Arts & Crafts', u'Home & Garden', u'Event Planning & Services', u'Cards & Stationery', u'Flowers & Gifts', u'Jewelry']",40.4378519,-79.922053,8,4.5,PA,11200
1099,HghFJUFilYTfayFAu1SEgw,"[u'Plumbing', u'Home Services']",40.427112,-79.935532,4,5.0,PA,11201
1100,Ca-003BAqWW-IEsFvjlY9g,"[u'Food', u'Bubble Tea', u'Cafes', u'Taiwanese', u'Restaurants']",40.4378247,-79.9200601,283,3.5,PA,11202
1101,XNPqR50C5mtsSpeZ-Rshqg,"[u'Food', u'Specialty Food', u'Fruits & Veggies']",40.432968,-79.923336,6,3.5,PA,11203
1102,liZsZYK2st1etzVYazpylw,"[u'Food', u'Grocery', u'Shopping', u'Drugstores']",40.4355091425,-79.9226289759,39,2.0,PA,11204
1103,NHkk76ARCFXG0OE4eXFFPA,"[u'Paint-Your-Own Pottery', u'Shopping', u'Arts & Crafts']",40.4381815,-79.919786,19,3.0,PA,11205
1104,eY1zBCX6Jk831TP6Zmih5A,"[u'Bakeries', u'Food']",40.4376131,-79.9227079,6,3.0,PA,11206
1105,KLkT6MEf33cidi1so_TVsg,"[u'Kosher', u'Pizza', u'Restaurants']",40.433088,-79.9232521,14,4.0,PA,11207
1106,hsdckXMCy_Pjsj83ODyhqA,"[u'Flowers & Gifts', u'Shopping', u'Florists']",40.437339,-79.923225,8,3.5,PA,11208
1107,7V2lVE5sZrpCJaX-EF4-uw,"[u'Automotive', u'Gas & Service Stations']",40.419818,-79.927528,11,3.5,PA,11209
1108,fhI1RxOkxjSV06jTSmIv0w,"[u'Local Services', u'Dry Cleaning & Laundry', u'Sewing & Alterations']",40.429612,-79.9228391,4,2.5,PA,11210
1109,sJ0IiEvM--BRApoyAQ51cw,"[u'Music & DVDs', u'Books, Mags, Music & Video', u'Vinyl Records', u'Shopping']",40.4327703,-79.9234435,59,4.5,PA,11211
1110,q_2HooHFCE9wAwmXQPkuyg,"[u'Vegetarian', u'Mediterranean', u'Vegan', u'Restaurants']",40.4378199,-79.9199427,139,4.0,PA,11212
1111,C2Q4Eogai7W4grmvXZFmBw,"[u'Chinese', u'Restaurants']",40.4225729,-79.9285794,4,2.0,PA,11213
1112,ar6UvDX5NQrKpd_4u9pdcg,"[u'Food', u'Coffee & Tea']",40.4377306,-79.9191595,25,3.5,PA,11214
1113,Mh3S5inZRkC4145aqWHKAA,"[u'Local Services', u'Carpet Cleaning']",40.4083044,-79.9919995,6,3.5,PA,11215
1114,sj_kTCLN71yDKPSB30hOpA,"[u'Local Services', u'Shopping', u'Jewelry', u'Watches', u'Watch Repair']",40.4382107,-79.9207425,25,5.0,PA,11216
1115,6UqTl_meNixoG4DDnlwcJQ,"[u'Cards & Stationery', u'Arts & Crafts', u'Flowers & Gifts', u'Shopping', u'Event Planning & Services']",40.431596,-79.922955,3,4.5,PA,11217
1116,YXOV7MxJZhgqPmmtNIXMAQ,"[u'Home & Garden', u'Shopping', u'Home Services', u'Carpeting', u'Rugs']",40.4329535,-79.9229482,3,4.5,PA,11218
1117,yalcA5czeW7qly_6ksp1nw,"[u'Food', u'Beer, Wine & Spirits', u'Tobacco Shops', u'Shopping']",40.416861,-79.925444,9,4.0,PA,11219
1118,-yQDkxsUbslu8a6YsDyQNg,"[u'Hobby Shops', u'Shopping']",40.4332863,-79.9230511,18,4.5,PA,11220
1119,KT8KJ4zt-IPqpLzACdpEZg,"[u'Burgers', u'Fast Food', u'Restaurants']",40.416731,-79.925176,7,1.5,PA,11221
1120,2i5ttyWIY-VPfp4dgWb5Cw,"[u'Food', u'Grocery']",40.4297296,-79.9228528,14,3.0,PA,11222
1121,lT506ycfzn3Reti-DO05zA,"[u'Food', u'Grocery']",40.4270984,-79.9385907,4,3.0,PA,11223
1122,c3GRR8q1h4fdNV7APLzSeQ,"[u'Auto Repair', u'Automotive', u'Tires', u'Oil Change Stations']",40.4234091,-79.9281375,51,4.5,PA,11224
1123,J4SEWnsJVvU9SWgkIvnldA,"[u'Pizza', u'Restaurants']",40.4379074,-79.9195552,28,3.5,PA,11225
1124,7W_QsNhtvKi7Pzvu2pHCRQ,"[u'Music & DVDs', u'Books, Mags, Music & Video', u'Comic Books', u'Shopping', u'Bookstores']",40.4575277028,-79.9657917023,6,5.0,PA,11226
1125,FjYOuazs29x7icGAMHrgYg,"[u'Pediatric Dentists', u'Health & Medical', u'Dentists']",40.4306657,-79.9230866,8,4.5,PA,11227
1126,FEijQ0a9qb6_KpD6KrNXzg,"[u'Financial Services', u'Insurance']",40.435822,-79.9231662,4,4.0,PA,11228
1127,rPwuIBv_mz1O_yI5R-VJ7Q,"[u'Chinese', u'Restaurants']",40.4378528,-79.9195345,182,4.0,PA,11229
1128,62EQGCWUVIRixQD_q72V0Q,"[u'Italian', u'Pizza', u'Sandwiches', u'Restaurants']",40.4296522,-79.9232478,29,3.5,PA,11230
1129,Z94doPdgyDOgjtYUVRBNjQ,"[u'Sushi Bars', u'Japanese', u'Restaurants']",40.4338841,-79.923134,182,4.0,PA,11231
1130,sm1cW8PibBLLHyO0e-Mckw,"[u'Music & DVDs', u'Books, Mags, Music & Video', u'Shopping']",40.4378359,-79.9206268,22,4.0,PA,11232
1131,hMspWyS2RQ8yJ4GpvSN6pg,"[u'Food', u'Specialty Food', u'Candy Stores', u'Chocolatiers & Shops']",40.4378381,-79.9216679,6,4.0,PA,11233
1132,C7nHIMwL1R2CCcnnmchMeQ,"[u'Hair Salons', u'Beauty & Spas']",40.427106,-79.937684,4,3.0,PA,11234
1133,7JYif-4RQOMWrUkoemuytA,"[u'Food', u'Sandwiches', u'Bagels', u'Breakfast & Brunch', u'Restaurants']",40.437442,-79.9228098,11,2.5,PA,11235
1134,cKQn19-p4FtLIR4IaP6xuw,"[u'Asian Fusion', u'Chinese', u'Restaurants']",40.4326061,-79.9233686,60,3.0,PA,11236
1135,rhzFE52Xa-j7d-jniVgYWw,"[u'Fast Food', u'Sandwiches', u'Restaurants']",40.4271227,-79.9377334,4,3.5,PA,11237
1136,XwqT3Mq9K0yUDP7qLeVJfA,"[u'Health & Medical', u'Chiropractors']",40.4194768,-79.9279031,4,4.5,PA,11238
1137,RptBvx0-dGfSpQYzqj6b8Q,"[u'Food', u'Coffee & Tea']",40.4378085,-79.9213257,37,4.0,PA,11239
1138,0fEjkWWbjHWuS6JX0Uampg,"[u'Tobacco Shops', u'Shopping']",40.4319879,-79.9233424,5,4.5,PA,11240
1139,yDBfRK6lg23-4yKjwU0hHQ,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",40.4378464,-79.9193365,8,4.0,PA,11241
1140,Y8ijuEjSTwnAJA3lIfAucg,"[u'Bakeries', u'Food']",40.4338421543,-79.9230824102,59,4.5,PA,11242
1141,6mvfqyPhe9mbvmIiJKrbMg,"[u'Active Life', u'Bowling']",40.4292017,-79.9223235,19,3.5,PA,11243
1142,dJ4EJXmLirIoZ0gUnowoFg,"[u'Local Services', u'Sewing & Alterations']",40.4289531,-79.9211572,6,5.0,PA,11244
1143,j-AhueS8joeYZejspj89Kg,"[u'Local Services', u'Child Care & Day Care']",40.4286039,-79.9243826,3,1.0,PA,11245
1144,QGWyhvvLjaT1Szw-segoOg,"[u'Breakfast & Brunch', u'Buffets', u'Diners', u'Restaurants']",40.436432,-79.923174,54,3.0,PA,11246
1145,pN7YEeEbbRJkoYKXqtSGig,"[u'Keys & Locksmiths', u'Home Services']",40.4406248,-79.9958864,13,4.5,PA,11247
1146,Xti2_Z_gRSxsehYmY2JNbA,"[u'Local Services', u'Dry Cleaning & Laundry']",40.4293742,-79.9220432,7,3.5,PA,11248
1147,wjgdPgX9w6Iex5GWu3R0gw,"[u'Tanning Beds', u'Tanning', u'Spray Tanning', u'Beauty & Spas']",40.42303,-79.928378,14,4.0,PA,11249
1148,nmWcWnQkK3vr457vBS4wTw,"[u'Sushi Bars', u'Restaurants']",40.432671,-79.923474,3,3.5,PA,11250
1149,jpD9ONjJfx5ishYOx9vU0Q,"[u'Breakfast & Brunch', u'Restaurants']",40.4382396,-79.922326,62,4.0,PA,11251
1150,yc5Z2xN8c1zBvzFRkIfZ6g,"[u'Food', u'Ice Cream & Frozen Yogurt']",40.4274093,-79.9382045,3,4.0,PA,11252
1151,vF4TCEPmxUrhRJc_O6d4_A,"[u'Libraries', u'Public Services & Government']",40.4384436,-79.9227127,16,4.5,PA,11253
1152,1vK7gWQ_b5ehAyOidOsYtg,"[u'Italian', u'Pizza', u'Restaurants']",40.4332453,-79.9232555,152,4.0,PA,11254
1153,TYyW_pl7hgfUEMwxVwc4OQ,"[u'Food', u'Grocery', u'Sandwiches', u'Delis', u'Restaurants']",40.4415262,-79.9205515,10,4.5,PA,11255
1154,8q8GMsDPYp4JVdx6k-FeTA,"[u'Thai', u'Restaurants']",40.4377788,-79.9211229,152,3.5,PA,11256
1155,EYjc27Vce4tX8IZzhWZUDw,"[u'Delis', u'Diners', u'Restaurants']",40.4220742,-79.928603,14,3.5,PA,11257
1156,9u4SqxRrVxE_yfzK6LBJkw,"[u'Hair Salons', u'Skin Care', u'Beauty & Spas', u'Nail Salons']",40.436507,-79.92318,29,3.0,PA,11258
1157,gu9qDUz44-8H1vdq_MQymQ,"[u'American (New)', u'Restaurants']",40.4372778,-79.9231863,115,4.0,PA,11259
1158,BUoztzOFjCc3Ocn75OmH9w,"[u'Active Life', u'Martial Arts', u'Fitness & Instruction']",40.4306493,-79.9230508,3,4.5,PA,11260
1159,pvmC7EaaSgA3aq-MAmPp3A,"[u'Italian', u'Pizza', u'Salad', u'Restaurants']",40.434399,-79.9229828,41,4.0,PA,11261
1160,52CzJDb4EakSjEQOUys77Q,"[u'Pizza', u'Restaurants']",40.4328561,-79.9232546,203,3.5,PA,11262
1161,X_X5RHM5cJeO6n-84GMFHQ,"[u'Restaurants', u'Italian']",40.4331853,-79.9232625,6,3.0,PA,11263
1162,wu-lbxobhEXCSBYDa2Gnwg,"[u'Optometrists', u'Health & Medical', u'Shopping', u'Eyewear & Opticians']",40.438173571,-79.9217849159,11,3.5,PA,11264
1163,vuUnOfKYnxY0UugRBUcblw,"[u'Real Estate Services', u'Home Services', u'Real Estate']",40.4381815,-79.919786,4,4.5,PA,11265
1164,PLAN0dXgsT6f66DY47w4kg,"[u'Local Services', u'Dry Cleaning & Laundry']",40.432826,-79.927,9,2.5,PA,11266
1165,c6NgU8ltiPJkhPOGUEs-Dg,"[u'Pets', u'Pet Stores']",40.4318693,-79.9231874,8,2.5,PA,11267
1166,1Kuuu75LVwr5-1OQ3Zv71w,"[u'Pubs', u'Bars', u'American (New)', u'Nightlife', u'Restaurants']",40.4378655,-79.9226711,82,4.0,PA,11268
1167,kMSA2iJafJ6U5hKBajBUNQ,"[u'Local Services', u'Shoe Repair']",40.432602,-79.922819,18,4.0,PA,11269
1168,ONt3bdggBy17Pu19_xtUQw,"[u'Massage Therapy', u'Health & Medical', u'Chiropractors']",40.4315941301,-79.9230858405,7,5.0,PA,11270
1169,QeBlSpVFCAynteblycwgbg,"[u'Health & Medical', u'Dentists', u'General Dentistry']",40.438269,-79.919622,13,3.5,PA,11271
1170,EXkeYc5s-K-X5gFbj3DNyA,"[u'Hair Salons', u'Beauty & Spas', u'Nail Salons']",40.4381768,-79.9212196,6,4.0,PA,11272
1171,UrQzDR-nEo5B-EGkSZuE9Q,"[u'Delis', u'Restaurants']",40.4321506,-79.9234024,14,2.5,PA,11273
1172,5hnreb4Y7YpQT0h4e5kK0Q,"[u'Auto Repair', u'Automotive']",40.4297204,-79.9225092,6,4.5,PA,11274
1173,4oOvpLx3819RPPu77SqMdg,"[u'Health & Medical', u'Dentists', u'General Dentistry']",40.4363997,-79.9228763,7,4.0,PA,11275
1174,atG_rkb3fONGcw4fupbY9g,"[u'Middle Eastern', u'Lebanese', u'Mediterranean', u'Restaurants']",40.4377489,-79.92187,36,4.0,PA,11276
1175,xar9PQwAOg2qZMd3QiGSdQ,"[u'Banks & Credit Unions', u'Financial Services']",40.436699,-79.92262,7,2.0,PA,11277
1176,oVt-MHoY5soX4J9k5kCQ8w,"[u'Shopping', u'Drugstores']",40.443834,-79.927649,3,3.5,PA,11278
1177,RHu0laUdWj-_etXLhrjj0g,"[u'Lingerie', u'Shopping', u'Fashion']",40.4378344,-79.9204896,4,4.0,PA,11279
1178,WRWh8BiaoICpsilqI7WrNQ,"[u'Food', u'Coffee & Tea', u'Cafes', u'Breakfast & Brunch', u'Restaurants']",40.4362552,-79.9227135,78,3.5,PA,11280
1179,jiKaFCDtHScltwSqQTR1ww,"[u'Hobby Shops', u'Electronics', u'Shopping', u'Mobile Phones']",40.4381967,-79.9220199,4,3.5,PA,11281
1180,t3k9_VFbJeozME_LEqJ8_w,"[u'Sporting Goods', u'Bikes', u'Shopping']",40.4378503,-79.9212649,11,5.0,PA,11282
1181,GN7wOQJUsx8C6S3s_34f0A,"[u'Optometrists', u'Health & Medical']",40.4364725,-79.9226914,5,5.0,PA,11283
1182,Fg4nSlxdFrEohuwgu7T92Q,"[u'Auto Repair', u'Automotive']",40.4250929,-79.9518437,16,5.0,PA,11284
1183,DN9rQhcXvw4iGyBUgqQVvg,"[u'Local Services', u'Jewelry Repair', u'Shopping', u'Jewelry', u'Watches']",40.4362887,-79.9226996,8,3.0,PA,11285
1184,0IKwgLg_UApkFzMCAaJ1Lw,"[u'Sandwiches', u'Restaurants']",40.4378475933,-79.9228814523,82,4.0,PA,11286
1185,yTvw0EOoMeH-k2zDdDTy4g,"[u'Local Services', u'Sewing & Alterations']",40.4363062,-79.9227021,15,3.5,PA,11287
1186,7668KFSOv4jCk2fbzigfOw,"[u'Community Centers', u'Local Services', u'Child Care & Day Care', u'Fitness & Instruction', u'Active Life', u'Public Services & Government']",40.4377009,-79.923946,21,3.5,PA,11288
1187,PLPeY0cYisJXXUFyEfRzlg,"[u'Food', u'Desserts', u'American (New)', u'Restaurants']",40.435293,-79.923154,68,3.0,PA,11289
1188,ev4X3Tw8pqzOObv5nuIxWQ,"[u'Chinese', u'Restaurants']",40.4274093,-79.9382045,15,3.0,PA,11290
1189,UzaZywFmLL8AIiXfKLS18A,"[u'Local Services', u'Dry Cleaning & Laundry']",40.4289958,-79.9242328,3,1.5,PA,11291
1190,mMw-loFzTq9i9G1dRWWLzA,"[u'Shopping', u'Jewelry']",40.437756,-79.9195189,7,3.0,PA,11292
1191,g6POn4Mp_QGnI6CAVnUVbQ,"[u'Food', u'Grocery', u'Convenience Stores']",40.432929,-79.91455,4,3.5,PA,11293
1192,nY-xa3efqX_fQquCKjM8qg,"[u'Hair Salons', u'Beauty & Spas']",40.4350605,-79.9228131,8,4.5,PA,11294
1193,3hFBk9lLFTC2HeRprtfusw,"[u'Barbers', u'Beauty & Spas']",40.4316474,-79.9233645,5,5.0,PA,11295
1194,Bm-zSDHpvSiONQo9pYAWJg,"[u'Country Clubs', u'Arts & Entertainment', u'Event Planning & Services', u'Venues & Event Spaces']",40.440251,-79.939362,4,3.5,PA,11296
1195,hG4BRX0si_rZtRcLi18Ong,[u'Restaurants'],40.4413557,-79.9948492,4,2.5,PA,11297
1196,rVwbsvynuVZH5LpgOx4oeA,"[u'Food', u'Coffee & Tea']",40.440592,-79.996589,21,4.5,PA,11298
1197,uCVlfxoph6iFgztZC72Mxw,"[u'Health & Medical', u'Hospitals']",40.4361368,-79.9852854,8,3.5,PA,11299
1198,9vvs2aAMYHsScShc7Ar2fg,"[u'Doctors', u'Health & Medical', u'Obstetricians & Gynecologists']",40.4406597,-79.9940035,4,4.5,PA,11300
1199,-UqxkoufE3WGTnLZV9em3w,"[u'Chinese', u'Restaurants']",40.4371064013,-79.9973292903,94,4.0,PA,11301
1200,KE53TbG8htUOaQj-PdVIMA,"[u'Arts & Entertainment', u'Venues & Event Spaces', u'Event Planning & Services', u'Social Clubs', u'Active Life', u'Sports Clubs']",40.4380067,-79.9988746,6,4.0,PA,11302
1201,0MmjeVacAd-Moe8CesiB_Q,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']",40.4309939,-80.0016432,15,4.0,PA,11303
1202,vtcEXiQukuSzOMxyVxlh-Q,"[u'American (Traditional)', u'Restaurants']",40.4333854673,-80.0036710086,254,3.5,PA,11304
1203,kNirc8dWKg7C2Y8EmtyhVg,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",40.4346901,-80.006389,111,3.0,PA,11305
1204,rDgiBah58fc6AfVD58m2mw,"[u'Cafes', u'Restaurants']",40.4387014,-79.992011,12,3.5,PA,11306
1205,EZVtCaDuqvON9bZ8rg7afQ,[u'Nightlife'],40.4344268,-80.0063378,6,2.5,PA,11307
1206,-n0bDmgCCcculSyHjuTd6A,"[u'Food', u'Sandwiches', u'Bagels', u'Breakfast & Brunch', u'Restaurants']",40.44289,-79.996284,13,3.0,PA,11308
1207,dgzQIKq_Vj7maWeqiU7Qtg,"[u'Wedding Planning', u'Flowers & Gifts', u'Shopping', u'Event Planning & Services', u'Florists']",40.4418888257,-79.9992214143,16,3.0,PA,11309
1208,5Qa1bKl5BeXOC_6kZV7nBw,"[u'Chinese', u'Restaurants']",40.438467,-79.9887849,24,3.0,PA,11310
1209,kiVnUirURYI91t9YY3nddQ,"[u'Pizza', u'Restaurants']",40.438453,-79.987978,53,3.5,PA,11311
1210,fHfKprgE_HqMcwxuZzBqLA,"[u'American (Traditional)', u'Restaurants']",40.4437435,-79.9958769,60,3.0,PA,11312
1211,mbSIq0yerQhEUEFBB4pVGQ,"[u'Restaurants', u'Italian']",40.4372667,-79.9966201,9,3.5,PA,11313
1212,NY2uV_2uHunRkuLw40cGlg,"[u'Day Spas', u'Beauty & Spas']",40.439302,-79.992971,4,4.0,PA,11314
1213,KMNfmX2UoPJr0GiwpQ7l8A,"[u'Landmarks & Historical Buildings', u'Arts & Entertainment', u'Public Services & Government', u'Social Clubs']",40.4416818,-79.9963339,3,3.5,PA,11315
