event_name,total_sales,month,url,location,year,date,ID
JEWELLERY,"183,767",Apr,http://www.christies.com/JEWELLERY-18999.aspx,"London, South Kensington",2004,20,9825
Silver and Plate including Irish and Scottish,"56,690",Apr,http://www.christies.com/Silver-and-Plate-including-19103.aspx,"London, South Kensington",2004,20,9824
MAGNIFICENT JEWELS,"20,351,481",Apr,http://www.christies.com/MAGNIFICENT-JEWELS-18823.aspx,"New York, Rockefeller Plaza",2004,19,1362
IMPORTANT SILVER AND OBJECTS OF VERTU,"4,015,781",Apr,http://www.christies.com/IMPORTANT-SILVER-AND-OBJECTS-18822.aspx,"New York, Rockefeller Plaza",2004,16,1361
"Asian Works of Art including Jades, Bronzes and Buddhist Art","134,527",Apr,http://www.christies.com/Asian-Works-of-Art-18998.aspx,"London, South Kensington",2004,15,9822
FINE WINES INCLUDING EXCEPTIONAL RARE RIOJA,"426,372",Apr,http://www.christies.com/FINE-WINES-INCLUDING-EXCEPTIONAL-18699.aspx,"London, King Street",2004,15,6896
Important English Drama including Shakespeare from the,"1,867,092",Apr,http://www.christies.com/Important-English-Drama-including-19265.aspx,"New York, Rockefeller Plaza",2004,14,1460
British and Continental Pictures,"99,244",Apr,http://www.christies.com/British-and-Continental-Pictures-19165.aspx,"London, South Kensington",2004,8,9818
British Ceramics and Staffordshire Figures,"71,353",Apr,http://www.christies.com/British-Ceramics-and-Staffordshire-18997.aspx,"London, South Kensington",2004,8,9821
EXCEPTIONAL SCIENTIFIC AND ENGINEERING WORKS OF ART,"295,666",Apr,http://www.christies.com/EXCEPTIONAL-SCIENTIFIC-AND-ENGINEERING-19125.aspx,"London, South Kensington",2004,8,9819
IMPORTANT ENGLISH FURNITURE,"5,688,815",Apr,http://www.christies.com/IMPORTANT-ENGLISH-FURNITURE-18820.aspx,"New York, Rockefeller Plaza",2004,8,1359
"European Furniture, Works of Art, Tapestries and Carpets","1,048,636",Apr,http://www.christies.com/European-Furniture-Works-of-18996.aspx,"London, South Kensington",2004,7,9817
THE QUENTIN KEYNES COLLECTION,"3,357,531",Apr,http://www.christies.com/THE-QUENTIN-KEYNES-COLLECTION-18693.aspx,"London, King Street",2004,7,6890
Impressionist and Modern Art,"707,380",Apr,http://www.christies.com/Impressionist-and-Modern-Art-18994.aspx,"London, South Kensington",2004,1,9814
POST WAR AND CONTEMPORARY ART,"1,016,945",Apr,http://www.christies.com/POST-WAR-AND-CONTEMPORARY-18995.aspx,"London, South Kensington",2004,1,9815
19TH & 20TH CENTURY ART,"2,207,720",May,http://www.christies.com/19TH-and-20TH-CENTURY-19992.aspx,Tel Aviv,2005,1,1002
Indian and Islamic Works of Art,"427,404",Apr,http://www.christies.com/Indian-and-Islamic-Works-19660.aspx,"London, South Kensington",2005,29,5560
Islamic Costume and Textiles,"123,834",Apr,http://www.christies.com/Islamic-Costume-and-Textiles-19740.aspx,"London, South Kensington",2005,29,5573
"MOBILIER, OBJETS D'ART, CERAMIQUES EURO, VERRE ET ART D'ASIE","1,476,168",Apr,http://www.christies.com/MOBILIER-OBJETS-DART-CERAMIQUES-19628.aspx,Paris,2005,28,5302
Oriental Rugs and Carpets,"1,421,820",Apr,http://www.christies.com/Oriental-Rugs-and-Carpets-19371.aspx,"London, King Street",2005,28,7039
Art Nouveau and Art Deco,"548,832",Apr,http://www.christies.com/Art-Nouveau-and-Art-19741.aspx,"London, South Kensington",2005,27,5706
"CALIFORNIA, WESTERN AND AMERICAN PAINTINGS AND SCULPTURE","4,392,520",Apr,http://www.christies.com/CALIFORNIA-WESTERN-AND-AMERICAN-19456.aspx,Los Angeles,2005,27,1507
The Norman and Cynthia Armour Collection of Fine Children's,"1,049,460",Apr,http://www.christies.com/The-Norman-and-Cynthia-19450.aspx,"New York, Rockefeller Plaza",2005,27,1501
19TH CENTURY EUROPEAN ART,"3,896,680",Apr,http://www.christies.com/19TH-CENTURY-EUROPEAN-ART-19535.aspx,Amsterdam,2005,26,2659
ART NOUVEAU AND ART DECO,"535,800",Apr,http://www.christies.com/ART-NOUVEAU-AND-ART-19738.aspx,"London, South Kensington",2005,26,5705
FURNITURE AND DECORATIVE OBJECTS,"212,544",Apr,http://www.christies.com/FURNITURE-AND-DECORATIVE-OBJECTS-19739.aspx,"London, South Kensington",2005,26,5760
ISLAMIC ART AND MANUSCRIPTS,"1,968,320",Apr,http://www.christies.com/ISLAMIC-ART-AND-MANUSCRIPTS-19370.aspx,"London, King Street",2005,26,7038
IZNIK POTTERY: THE VINCENT BULENT COLLECTION,"1,254,440",Apr,http://www.christies.com/IZNIK-POTTERY-THE-VINCENT-19921.aspx,"London, King Street",2005,26,7169
Jewellery,"172,020",Apr,http://www.christies.com/Jewellery-19798.aspx,"London, South Kensington",2005,26,5797
Photographs,"5,001,140",Apr,http://www.christies.com/Photographs-19451.aspx,"New York, Rockefeller Plaza",2005,26,1502
CSK - WINE,"79,027",Apr,http://www.christies.com/CSK--WINE-19879.aspx,"London, King Street",2005,25,7145
LIVING WITH OBJECTS,"96,954",Apr,http://www.christies.com/LIVING-WITH-OBJECTS-19917.aspx,"London, South Kensington",2005,24,5789
Fine Musical Instruments,"4,179,560",Apr,http://www.christies.com/Fine-Musical-Instruments-18901.aspx,"New York, Rockefeller Plaza",2005,22,1417
Old Master Pictures,"2,847,560",Apr,http://www.christies.com/Old-Master-Pictures-19368.aspx,"London, King Street",2005,22,7036
THE COLLECTION OF S.A.R. LA PRINCIPESSA REALE DI SAVOIA,"2,372,012",Apr,http://www.christies.com/THE-COLLECTION-OF-SAR-19996.aspx,"London, King Street",2005,22,7175
English and Continental Furniture Including the Estate,"2,560,288",Apr,http://www.christies.com/English-and-Continental-Furniture-19369.aspx,"London, King Street",2005,21,7037
FINE PENNY TOYS FROM THE DAVID PRESSLAND COLLECTION,"74,982",Apr,http://www.christies.com/FINE-PENNY-TOYS-FROM-19826.aspx,"London, South Kensington",2005,21,5668
THE CRICKET LIBRARY OF THE LATE E.D.R. EAGAR,"862,464",Apr,http://www.christies.com/THE-CRICKET-LIBRARY-OF-19915.aspx,"London, South Kensington",2005,21,5664
"19th Century Furniture, Sculpture, Works of Art and","6,377,700",Apr,http://www.christies.com/19th-Century-Furniture-Sculpture--19453.aspx,"New York, Rockefeller Plaza",2005,20,1504
ANTIQUITIES,"1,194,068",Apr,http://www.christies.com/ANTIQUITIES-19931.aspx,"London, King Street",2005,20,7161
FACES FROM THE ANCIENT WORLD A EUROPEAN PRIVATE COLLECTION,"471,216",Apr,http://www.christies.com/FACES-FROM-THE-ANCIENT-19865.aspx,"London, King Street",2005,20,7135
Old Master Pictures,"650,040",Apr,http://www.christies.com/Old-Master-Pictures-19684.aspx,"London, South Kensington",2005,20,5824
OMAR RAMSDEN:SILVER FROM DAVID & VIVIAN CAMPBELL COLLECTION,"814,380",Apr,http://www.christies.com/OMAR-RAMSDENSILVER-FROM-DAVID-19866.aspx,"London, King Street",2005,20,7136
Travel and Natural History including Modern Australian,"217,116",Apr,http://www.christies.com/Travel-and-Natural-History-19683.aspx,"London, South Kensington",2005,20,5620
19th Century European Art,"8,867,960",Apr,http://www.christies.com/19th-Century-European-Art-19454.aspx,"New York, Rockefeller Plaza",2005,19,1505
"AUSTRALIAN, INTERNATIONAL & CONTEMPORARY PAINTINGS","2,977,655",Apr,http://www.christies.com/AUSTRALIAN-INTERNATIONAL-and-CONTEMPORARY-20005.aspx,Melbourne,2005,19,1057
EXCEPTIONAL MOTOR CARS AND AUTOMOBILIA,"739,346",Apr,http://www.christies.com/EXCEPTIONAL-MOTOR-CARS-AND-19364.aspx,"London, King Street",2005,19,7033
FURNITURE AND DECORATIVE OBJECTS,"202,344",Apr,http://www.christies.com/FURNITURE-AND-DECORATIVE-OBJECTS-19737.aspx,"London, South Kensington",2005,19,5759
JEWELLERY AND WATCHES,"829,476",Apr,http://www.christies.com/JEWELLERY-AND-WATCHES-19534.aspx,Amsterdam,2005,19,2658
"Indian, Himalayan and Southeast Asian Art","1,168,896",Apr,http://www.christies.com/Indian-Himalayan-and-Southeast-19947.aspx,Amsterdam,2005,18,2687
Important English Furniture including a Collection from a,"7,886,480",Apr,http://www.christies.com/Important-English-Furniture-including-19449.aspx,"New York, Rockefeller Plaza",2005,15,1500
Asian Art,"195,228",Apr,http://www.christies.com/Asian-Art-19657.aspx,"London, South Kensington",2005,14,5559
British and Continental Ceramics,"81,432",Apr,http://www.christies.com/British-and-Continental-Ceramics-19682.aspx,"London, South Kensington",2005,14,5630
Clocks and Barometers,"147,516",Apr,http://www.christies.com/Clocks-and-Barometers-19857.aspx,"London, South Kensington",2005,14,5643
COLLECTION D'UN COUPLE D'AMATEURS,"1,854,480",Apr,http://www.christies.com/COLLECTION-DUN-COUPLE-DAMATEURS-19627.aspx,Paris,2005,14,5301
"FINE WINES, INC.THE CELLAR OF THE LATE PROFESSOR E.T.HALL","345,368",Apr,http://www.christies.com/FINE-WINES-INCTHE-CELLAR-19367.aspx,"London, King Street",2005,14,7035
"Important Silver, Russian Works of Art and Objects of Vertu","3,576,300",Apr,http://www.christies.com/Important-Silver-Russian-Works-19448.aspx,"New York, Rockefeller Plaza",2005,14,1499
British and Continental Pictures,"138,792",Apr,http://www.christies.com/British-and-Continental-Pictures-19681.aspx,"London, South Kensington",2005,13,5588
MODERN CLOCKS,"75,492",Apr,http://www.christies.com/MODERN-CLOCKS-19856.aspx,"London, South Kensington",2005,13,5646
"Carpets, European Furniture and Decorative Objects","225,708",Apr,http://www.christies.com/Carpets-European-Furniture-and-19736.aspx,"London, South Kensington",2005,12,5758
Magnificent Jewels,"31,747,840",Apr,http://www.christies.com/Magnificent-Jewels-19446.aspx,"New York, Rockefeller Plaza",2005,12,1497
Objects of Vertu and Silver inc Irish and Scottish Silver,"86,088",Apr,http://www.christies.com/Objects-of-Vertu-and-19797.aspx,"London, South Kensington",2005,12,5842
THE COLLECTION OF DECORATION EMPIRE 'SELLING THE TASTE',"1,218,246",Apr,http://www.christies.com/THE-COLLECTION-OF-DECORATION-19875.aspx,Amsterdam,2005,12,2686
FINE AND RARE WINES (conducted with the retailer NY Wines),"1,069,067",Apr,http://www.christies.com/FINE-AND-RARE-WINES-19445.aspx,"New York, Rockefeller Plaza",2005,9,1496
EXCEPTIONAL SCIENTIFIC SALE,"562,896",Apr,http://www.christies.com/EXCEPTIONAL-SCIENTIFIC-SALE-19825.aspx,"London, South Kensington",2005,7,5651
IMPRESSIONIST AND MODERN ART,"1,146,540",Apr,http://www.christies.com/IMPRESSIONIST-AND-MODERN-ART-19888.aspx,"London, South Kensington",2005,7,5814
INTERIEURS,"980,606",Apr,http://www.christies.com/INTERIEURS-19226.aspx,Paris,2005,7,5102
"EUROPEAN CERAMICS, DUTCH DELFTWARE AND GLASS","601,236",Apr,http://www.christies.com/EUROPEAN-CERAMICS-DUTCH-DELFTWARE-19532.aspx,Amsterdam,2005,6,2656
POST-WAR AND CONTEMPORARY ART,"1,502,220",Apr,http://www.christies.com/POST-WAR-AND-CONTEMPORARY-ART-19887.aspx,"London, South Kensington",2005,6,5815
VINS FINS ET SPIRITUEUX,"492,010",Apr,http://www.christies.com/VINS-FINS-ET-SPIRITUEUX-19943.aspx,Paris,2005,6,5401
"EUROPEAN FURNITURE, WORKS OF ART, TAPESTRIES AND CARPETS","1,133,274",Apr,http://www.christies.com/EUROPEAN-FURNITURE-WORKS-OF-19735.aspx,"London, South Kensington",2005,5,5757
The House Sale,"2,211,678",Apr,http://www.christies.com/The-House-Sale-19444.aspx,"New York, Rockefeller Plaza",2005,5,1495
LOCOS AND STOCK FROM THE COLLECTION OF THE LATE D JENKINSON,"68,916",Apr,http://www.christies.com/LOCOS-AND-STOCK-FROM-19824.aspx,"London, South Kensington",2005,3,5648
Prints and Multiples,"13,349,780",May,http://www.christies.com/Prints-and-Multiples-20095.aspx,"New York, Rockefeller Plaza",2006,1,1654
Old Master Pictures,"3,091,000",Apr,http://www.christies.com/Old-Master-Pictures-20183.aspx,"London, King Street",2006,28,7223
Bibliothque Erotique Grard Nordmann-Premire Partie,"2,772,152",Apr,http://www.christies.com/Bibliothque-Erotique-Grard-Nordmann-Premire-20695.aspx,Paris,2006,27,5445
British and Continental Pictures,"146,868",Apr,http://www.christies.com/British-and-Continental-Pictures-20416.aspx,"London, South Kensington",2006,27,4037
English and Continental Furniture and Carpets,"1,748,832",Apr,http://www.christies.com/English-and-Continental-Furniture-20182.aspx,"London, King Street",2006,27,7222
19th Century European Art,"5,971,280",Apr,http://www.christies.com/19th-Century-European-Art-20272.aspx,Amsterdam,2006,26,2700
Antiquities,"523,680",Apr,http://www.christies.com/Antiquities-20707.aspx,"London, King Street",2006,26,7337
Art d'Aprs-Guerre et Contemporain et Collection Marie-Christine et Roger Pailhas,"6,659,620",Apr,http://www.christies.com/Art-dAprs-Guerre-et-Contemporain-20066.aspx,Paris,2006,26,5322
Asian Art,"268,173",Apr,http://www.christies.com/Asian-Art-20414.aspx,"London, South Kensington",2006,26,4017
Important Silver and Objects of Vertu,"2,821,500",Apr,http://www.christies.com/Important-Silver-and-Objects-20701.aspx,"New York, Rockefeller Plaza",2006,26,1773
Old Master Pictures,"948,780",Apr,http://www.christies.com/Old-Master-Pictures-20415.aspx,"London, South Kensington",2006,26,5013
The Stanford Place Collection of Antiquities,"2,186,880",Apr,http://www.christies.com/The-Stanford-Place-Collection-20706.aspx,"London, King Street",2006,26,7336
Furniture and Decorative Objects,"201,768",Apr,http://www.christies.com/Furniture-and-Decorative-Objects-20538.aspx,"London, South Kensington",2006,25,4951
"Silver and Plate, Portrait Miniatures, Objects of Vertu and Icons","259,674",Apr,http://www.christies.com/Silver-and-Plate-Portrait-20526.aspx,"London, South Kensington",2006,25,4998
Fine Wines and Vintage Port,"82,729",Apr,http://www.christies.com/Fine-Wines-and-Vintage-20492.aspx,"London, King Street",2006,24,7313
Photographs,"7,471,480",Apr,http://www.christies.com/Photographs-20093.aspx,"New York, Rockefeller Plaza",2006,24,1652
Property from  the Collection of Ambassador Charles R. Crane,"5,879,360",Apr,http://www.christies.com/Property-from-the-20726.aspx,"New York, Rockefeller Plaza",2006,24,1779
Russian Paintings and Works of Art,"9,167,320",Apr,http://www.christies.com/Russian-Paintings-and-Works-20092.aspx,"New York, Rockefeller Plaza",2006,24,1651
The Sunday Sale - The John Wiseman Collection of Architectural and Garden Ornament,"94,968",Apr,http://www.christies.com/The-Sunday-Sale--20537.aspx,"London, South Kensington",2006,23,5026
19th and 20th Century Art,"3,307,920",Apr,http://www.christies.com/19th-and-20th-Century-20355.aspx,Tel Aviv,2006,20,1003
"19th Century Furniture, Sculpture, Works of Art and Ceramics","5,094,500",Apr,http://www.christies.com/19th-Century-Furniture-Sculpture--20091.aspx,"New York, Rockefeller Plaza",2006,20,1650
"Fine and Rare Wines, With a Focus on Italy","480,200",Apr,http://www.christies.com/Fine-and-Rare-Wines--20180.aspx,"London, King Street",2006,20,7220
19th Century European Art,"5,134,200",Apr,http://www.christies.com/19th-Century-European-Art-20090.aspx,"New York, Rockefeller Plaza",2006,19,1649
Orientalist Art,"6,296,840",Apr,http://www.christies.com/Orientalist-Art-20708.aspx,"New York, Rockefeller Plaza",2006,19,1774
British and Continental Ceramics,"103,548",Apr,http://www.christies.com/British-and-Continental-Ceramics-20409.aspx,"London, South Kensington",2006,13,4081
Travel and Natural History including Architecture,"537,372",Apr,http://www.christies.com/Travel-and-Natural-History-20412.aspx,"London, South Kensington",2006,13,4071
Art Nouveau and Art Deco,"264,756",Apr,http://www.christies.com/Art-Nouveau-and-Art-20535.aspx,"London, South Kensington",2006,12,4923
Important Pocket Watches and Wristwatches,"4,668,040",Apr,http://www.christies.com/Important-Pocket-Watches-and-20088.aspx,"New York, Rockefeller Plaza",2006,12,1647
Modern British Prints,"309,450",Apr,http://www.christies.com/Modern-British-Prints-20536.aspx,"London, South Kensington",2006,12,5019
Art Nouveau and Art Deco,"217,140",Apr,http://www.christies.com/Art-Nouveau-and-Art-20533.aspx,"London, South Kensington",2006,11,4922
European Furniture and Decorative Objects,"272,760",Apr,http://www.christies.com/European-Furniture-and-Decorative-20534.aspx,"London, South Kensington",2006,11,4950
Magnificent Jewels,"39,071,320",Apr,http://www.christies.com/Magnificent-Jewels-20087.aspx,"New York, Rockefeller Plaza",2006,11,1646
"Mobilier et Objets d'Art, Orfvrerie, Cramiques Europennes et Art d'Asie","2,091,804",Apr,http://www.christies.com/Mobilier-et-Objets-dArt--20067.aspx,Paris,2006,11,5319
"Australian, International & Contemporary Paintings Part I","6,014,777",Apr,http://www.christies.com/Australian-International-and-Contemporary-20690.aspx,Melbourne,2006,10,1070
"Australian, International & Contemporary Paintings Part II","6,014,777",Apr,http://www.christies.com/Australian-International-and-Contemporary-20690.aspx,Melbourne,2006,10,1070
Fine and Rare Wines,"1,122,665",Apr,http://www.christies.com/Fine-and-Rare-Wines-20086.aspx,"New York, Rockefeller Plaza",2006,8,1645
"Important English Furniture including Property from Villa San Maurizio La Jolla, California","4,178,180",Apr,http://www.christies.com/Important-English-Furniture-including-20085.aspx,"New York, Rockefeller Plaza",2006,7,1644
Indian and Islamic Costume and Textiles,"103,236",Apr,http://www.christies.com/Indian-and-Islamic-Costume-20532.aspx,"London, South Kensington",2006,7,4977
Indian and Islamic Works of Art,"222,990",Apr,http://www.christies.com/Indian-and-Islamic-Works-20411.aspx,"London, South Kensington",2006,7,4018
"Important Old Master Paintings, Part I","69,496,800",Apr,http://www.christies.com/Important-Old-Master-Paintings--20023.aspx,"New York, Rockefeller Plaza",2006,6,1620
"Important Old Master Paintings, Part II","5,026,560",Apr,http://www.christies.com/Important-Old-Master-Paintings--20712.aspx,"New York, Rockefeller Plaza",2006,6,1776
Oriental Rugs and Carpets,"2,120,080",Apr,http://www.christies.com/Oriental-Rugs-and-Carpets-20179.aspx,"London, King Street",2006,6,7219
Post-War and Contemporary Art,"2,596,180",Apr,http://www.christies.com/Post-War-and-Contemporary-Art-20410.aspx,"London, South Kensington",2006,6,5009
Impressionist and Modern Art,"1,390,380",Apr,http://www.christies.com/Impressionist-and-Modern-Art-20408.aspx,"London, South Kensington",2006,5,5008
Art of The Islamic and Indian Worlds,"2,149,240",Apr,http://www.christies.com/Art-of-The-Islamic-20178.aspx,"London, King Street",2006,4,7218
Fine Jewellery,"723,264",Apr,http://www.christies.com/Fine-Jewellery-20531.aspx,"London, South Kensington",2006,4,4985
Intrieurs,"845,989",Apr,http://www.christies.com/Intrieurs-20065.aspx,Paris,2006,4,5318
"The Antiques Labyrinth, Furniture, Clocks and Works of Art from a Hague Antiques Dealer","533,100",Apr,http://www.christies.com/The-Antiques-Labyrinth-Furniture--20389.aspx,Amsterdam,2006,4,2728
THE HERMITAGE ANTIQUES COLLECTION,"820,080",Apr,http://www.christies.com/THE-HERMITAGE-ANTIQUES-COLLECTION-20530.aspx,"London, South Kensington",2006,4,4949
The House Sale,"1,780,362",Apr,http://www.christies.com/The-House-Sale-20084.aspx,"New York, Rockefeller Plaza",2006,4,1643
"Fine Dolls, Dolls' Houses, Automata and Traditional Toys","181,716",May,http://www.christies.com/Fine-Dolls-Dolls-Houses--21048.aspx,"London, South Kensington",2007,1,5292
Furntiure and Decorative Objects,"221,112",May,http://www.christies.com/Furntiure-and-Decorative-Objects-21047.aspx,"London, South Kensington",2007,1,5182
Important Belle poque Prints: The Guardsmark Collection,"2,511,600",May,http://www.christies.com/Important-Belle-poque-Prints-21427.aspx,"New York, Rockefeller Plaza",2007,1,1947
Important Early English Pewter  The 'Little' Collection,"939,696",May,http://www.christies.com/Important-Early-English-Pewter-21411.aspx,"London, King Street",2007,1,7523
Prints and Multiples,"16,392,600",May,http://www.christies.com/Prints-and-Multiples-21335.aspx,"New York, Rockefeller Plaza",2007,1,1830
English Furniture,"2,970,120",Apr,http://www.christies.com/English-Furniture-21334.aspx,"New York, Rockefeller Plaza",2007,30,1823
Fine and Rare Wines,"827,763",Apr,http://www.christies.com/Fine-and-Rare-Wines-21319.aspx,Los Angeles,2007,28,1923
Old Master Pictures,"3,791,400",Apr,http://www.christies.com/Old-Master-Pictures-20836.aspx,"London, King Street",2007,27,7392
The Evening Sale: Finest and Rarest Wines,"2,322,481",Apr,http://www.christies.com/The-Evening-Sale-Finest-21252.aspx,Los Angeles,2007,27,1899
Fine and Rare Wines,"403,691",Apr,http://www.christies.com/Fine-and-Rare-Wines-20975.aspx,"London, King Street",2007,26,7458
"Furniture and Sculpture Including A Private Collection From Trevor Place, Knightsbridge","1,908,792",Apr,http://www.christies.com/Furniture-and-Sculpture-Including-20835.aspx,"London, King Street",2007,26,7391
Important Pocket Watches and Wristwatches,"6,218,352",Apr,http://www.christies.com/Important-Pocket-Watches-and-21328.aspx,"New York, Rockefeller Plaza",2007,26,1827
Rock & Pop Memorabilia,"313,512",Apr,http://www.christies.com/Rock-and-Pop-Memorabilia-21055.aspx,"London, South Kensington",2007,26,5234
19th Century European  Art,"7,788,880",Apr,http://www.christies.com/19th-Century-European-20736.aspx,Amsterdam,2007,25,2740
Antiquities,"1,927,356",Apr,http://www.christies.com/Antiquities-20993.aspx,"London, King Street",2007,25,7376
Art Nouveau & Art Deco,"493,104",Apr,http://www.christies.com/Art-Nouveau-and-Art-21144.aspx,"London, South Kensington",2007,25,5159
"California, Western and American Paintings, Drawings and Sculpture","3,857,400",Apr,http://www.christies.com/California-Western-and-American-21248.aspx,Los Angeles,2007,25,1868
Intrieurs,"907,718",Apr,http://www.christies.com/Intrieurs-21272.aspx,Paris,2007,25,5463
Magnificent Jewels,"39,094,080",Apr,http://www.christies.com/Magnificent-Jewels-21203.aspx,"New York, Rockefeller Plaza",2007,25,1826
Old Master and British Pictures and Old Master Drawings,"1,038,180",Apr,http://www.christies.com/Old-Master-and-British-21045.aspx,"London, South Kensington",2007,25,5228
The Baroda Pearls The Property of A Royal Family,"39,094,080",Apr,http://www.christies.com/The-Baroda-Pearls-The-21203.aspx,"New York, Rockefeller Plaza",2007,25,1826
Furniture and Decorative Objects,"188,148",Apr,http://www.christies.com/Furniture-and-Decorative-Objects-21044.aspx,"London, South Kensington",2007,24,5181
Jewellery,"153,420",Apr,http://www.christies.com/Jewellery-21027.aspx,"London, South Kensington",2007,24,5210
Horst: Photographs from the Collection of Gert Elfering,"2,519,400",Apr,http://www.christies.com/Horst-Photographs-from-the-21415.aspx,"New York, Rockefeller Plaza",2007,23,1944
Modernist Photographs from a European Collection,"1,270,800",Apr,http://www.christies.com/Modernist-Photographs-from-a-21318.aspx,"New York, Rockefeller Plaza",2007,23,1939
Photographs,"7,385,040",Apr,http://www.christies.com/Photographs-21247.aspx,"New York, Rockefeller Plaza",2007,23,1825
Fine and Rare Wines,"1,211,324",Apr,http://www.christies.com/Fine-and-Rare-Wines-21246.aspx,"New York, Rockefeller Plaza",2007,21,1824
"Important European Furniture, Works of Art, Ceramics, Tapestries and Carpets","8,926,560",Apr,http://www.christies.com/Important-European-Furniture-Works-21245.aspx,"New York, Rockefeller Plaza",2007,20,1842
Indian & Islamic Works of Art,"537,372",Apr,http://www.christies.com/Indian-and-Islamic-Works-21173.aspx,"London, South Kensington",2007,20,5094
Important Old Master Paintings Including Property From the Collection of Jacques Goudstikker,"54,311,200",Apr,http://www.christies.com/Important-Old-Master-Paintings-21185.aspx,"New York, Rockefeller Plaza",2007,19,1822
Important Old Master Paintings Part II,"3,210,600",Apr,http://www.christies.com/Important-Old-Master-Paintings-21418.aspx,"New York, Rockefeller Plaza",2007,19,1945
"British, Continental & Russian Pictures","220,596",Apr,http://www.christies.com/British-Continental-and-Russian-21199.aspx,"London, South Kensington",2007,18,5112
Islamic Textiles,"149,328",Apr,http://www.christies.com/Islamic-Textiles-21043.aspx,"London, South Kensington",2007,18,5283
Russian Paintings and Works of Art,"19,265,160",Apr,http://www.christies.com/Russian-Paintings-and-Works-21244.aspx,"New York, Rockefeller Plaza",2007,18,1821
Silver & Plate,"99,696",Apr,http://www.christies.com/Silver-and-Plate-21042.aspx,"London, South Kensington",2007,18,5258
Art of the Islamic and Indian Worlds,"3,853,920",Apr,http://www.christies.com/Art-of-the-Islamic-20833.aspx,"London, King Street",2007,17,7389
British & Continental Ceramics & Glass,"106,860",Apr,http://www.christies.com/British-and-Continental-Ceramics-21143.aspx,"London, South Kensington",2007,17,5149
"Carpets, Furniture & Decorative Objects","236,448",Apr,http://www.christies.com/Carpets-Furniture-and-Decorative-21041.aspx,"London, South Kensington",2007,17,5180
Fine Wine and Vintage Port,"149,397",Apr,http://www.christies.com/Fine-Wine-and-Vintage-21207.aspx,"London, King Street",2007,16,7493
"Mobilier et Objets d'Art, Tableaux Anciens et du 19me sicle, Cramiques et Verre, Orfvrerie et un ensemble d'Objets de Curiosit","2,578,032",Apr,http://www.christies.com/Mobilier-et-Objets-dArt--21273.aspx,Paris,2007,16,5465
Oriental Rugs and Carpets,"2,703,360",Apr,http://www.christies.com/Oriental-Rugs-and-Carpets-20834.aspx,"London, King Street",2007,16,7390
"The Frank S. Streeter Library: Important Navigation, Pacific Voyages, Cartography, Science","16,421,820",Apr,http://www.christies.com/The-Frank-S-Streeter-20964.aspx,"New York, Rockefeller Plaza",2007,16,1820
The Sunday Sale -  The Principal Contents of a Suffolk Hall,"132,696",Apr,http://www.christies.com/The-Sunday-Sale--21040.aspx,"London, South Kensington",2007,15,5274
19th Century European Art & Orientalist Art,"11,698,400",Apr,http://www.christies.com/19th-Century-European-Art-20968.aspx,"New York, Rockefeller Plaza",2007,12,1819
"19th Century Furniture, Sculpture, Works of Art and Ceramics","6,446,700",Apr,http://www.christies.com/19th-Century-Furniture-Sculpture--21243.aspx,"New York, Rockefeller Plaza",2007,11,1818
"Nineteenth and Twentieth Century Art at the Hilton Hotel, Tel Aviv","4,294,560",Apr,http://www.christies.com/Nineteenth-and-Twentieth-Century-21330.aspx,Tel Aviv,2007,10,1004
Post War & Contemporary Art,"4,269,240",Apr,http://www.christies.com/Post-War-and-Contemporary-21039.aspx,"London, South Kensington",2007,5,5225
British Printmaking,"601,488",Apr,http://www.christies.com/British-Printmaking-21038.aspx,"London, South Kensington",2007,4,5242
Impressionist & Modern Art,"930,204",Apr,http://www.christies.com/Impressionist-and-Modern-Art-21037.aspx,"London, South Kensington",2007,4,5224
The House Sale,"2,303,556",Apr,http://www.christies.com/The-House-Sale-21242.aspx,"New York, Rockefeller Plaza",2007,4,1817
The Schliemann Collection European Silver,"583,236",Apr,http://www.christies.com/The-Schliemann-Collection-European-21238.aspx,Amsterdam,2007,4,2777
European Noble and Private Collections,"4,564,458",Apr,http://www.christies.com/European-Noble-and-Private-20730.aspx,Amsterdam,2007,3,2734
Fine Jewellery,"760,800",Apr,http://www.christies.com/Fine-Jewellery-21035.aspx,"London, South Kensington",2007,3,5211
Football Memorabilia,"187,956",Apr,http://www.christies.com/Football-Memorabilia-21036.aspx,"London, South Kensington",2007,3,5268
Fine Musical Instruments,"5,461,660",Apr,http://www.christies.com/Fine-Musical-Instruments-21241.aspx,"New York, Rockefeller Plaza",2007,2,1816
20th Century Decorative Arts,"807,250",May,http://www.christies.com/20th-Century-Decorative-Arts-21854.aspx,"London, South Kensington",2008,1,5338
"California, Western And American Paintings, Drawings And Sculpture","2,928,712",Apr,http://www.christies.com/California-Western-And-21614.aspx,Los Angeles,2008,30,2068
20th Century Decorative Art & Design,"3,666,650",Apr,http://www.christies.com/20th-Century-Decorative-Art-21499.aspx,"London, King Street",2008,30,7578
Antiquities,"1,198,150",Apr,http://www.christies.com/Antiquities-21853.aspx,"London, South Kensington",2008,30,5399
Foljambe Collection Removed from Osberton Hall,"3,333,800",Apr,http://www.christies.com/Foljambe-Collection-Removed-from-21498.aspx,"London, King Street",2008,30,7576
